aX,aY,aZ,gX,gY,gZ,ts
-0.087,1.269,-1.919,244.995,-97.778,-80.261,0
0.032,1.39,-1.954,247.192,-144.043,-93.201,0
0.188,1.453,-1.969,249.268,-187.805,-113.403,0
0.369,1.551,-1.967,251.221,-226.135,-133.911,0
0.455,1.588,-1.91,245.422,-256.714,-143.616,0
0.642,1.581,-1.865,228.027,-279.541,-146.362,0
0.741,1.617,-1.729,204.773,-281.067,-144.104,0
0.59,1.488,-1.627,170.776,-271.851,-124.329,0
0.658,1.351,-1.532,136.902,-263.123,-145.935,0
0.497,1.371,-1.428,118.164,-256.592,-160.156,0
0.356,1.227,-1.33,104.309,-268.555,-159.119,0
0.429,1.074,-1.221,97.107,-294.739,-174.561,0
0.437,0.999,-1.108,101.929,-312.805,-189.636,0
0.462,1.023,-0.998,110.474,-322.205,-202.881,0
0.488,1.004,-0.876,111.511,-326.721,-211.06,0
0.485,0.915,-0.77,105.835,-326.05,-223.45,0
0.537,0.883,-0.72,98.999,-320.984,-244.08,0
0.584,0.833,-0.653,88.684,-312.5,-259.583,0
0.581,0.75,-0.604,76.904,-299.866,-271.24,0
0.557,0.704,-0.543,63.538,-289.368,-283.997,0
0.532,0.671,-0.486,47.668,-281.311,-297.119,0
0.451,0.607,-0.449,31.86,-274.536,-301.575,0
0.419,0.519,-0.432,20.203,-274.963,-308.35,0
0.51,0.348,-0.295,11.597,-283.203,-329.346,0
0.355,0.354,-0.302,6.897,-273.499,-347.656,0
0.267,0.304,-0.328,-0.427,-271.851,-361.938,0
0.248,0.218,-0.325,-8.728,-285.95,-370.239,0
0.22,0.203,-0.296,-16.968,-301.758,-376.343,0
0.142,0.186,-0.269,-28.076,-310.12,-383.179,0
0.122,0.129,-0.207,-40.222,-314.209,-383.667,0
0.115,0.056,-0.18,-49.927,-315.125,-391.541,0
0.063,0.062,-0.167,-57.617,-317.932,-398.682,0
-0.048,0.063,-0.097,-69.641,-327.087,-393.677,0
-0.156,0.02,0.006,-84.778,-345.398,-388.794,0
-0.154,-0.071,0.089,-96.802,-369.446,-383.362,0
-0.11,-0.113,0.146,-101.868,-389.221,-378.601,0
-0.102,-0.116,0.131,-102.844,-403.015,-372.925,0
-0.118,-0.074,0.112,-105.957,-408.63,-365.54,0
-0.16,-0.075,0.106,-112.976,-416.077,-355.042,0
-0.25,-0.027,0.04,-122.986,-428.833,-351.257,0
-0.235,0.012,0.003,-140.869,-441.956,-344.971,0
-0.162,0.027,0.09,-164.551,-444.519,-345.215,0
-0.169,0.119,0.304,-186.951,-419.495,-352.539,0
-0.252,0.141,0.52,-205.322,-357.727,-346.008,0
-0.335,0.063,0.594,-210.266,-288.696,-319.336,0
-0.322,0.026,0.624,-200.562,-237.061,-281.311,0
-0.342,0.099,0.611,-181.396,-196.289,-237.549,0
-0.373,0.146,0.657,-169.922,-172.485,-195.374,0
-0.459,0.167,0.678,-176.636,-165.344,-166.382,0
-0.538,0.264,0.678,-200.378,-166.626,-156.006,0
-0.613,0.341,0.828,-245.483,-173.828,-155.029,0
-0.658,0.186,1.062,-299.438,-182.251,-166.138,0
-0.618,0.1,1.282,-331.116,-176.697,-177.124,0
-0.56,0.191,1.465,-336.304,-161.865,-168.762,0
-0.442,0.333,1.646,-329.041,-141.602,-147.278,0
-0.377,0.423,1.815,-315.125,-122.375,-128.235,0
-0.39,0.586,2.003,-294.189,-102.234,-111.816,0
-0.443,0.791,2.235,-272.949,-71.716,-99.365,0
-0.489,1.023,2.511,-262.878,-27.039,-92.773,0
-0.416,0.979,2.661,-263.977,35.034,-72.937,0
-0.326,0.777,2.662,-247.498,98.755,-57.983,0
-0.366,0.655,2.592,-192.444,131.348,-46.204,0
-0.468,0.473,2.539,-108.215,116.76,-46.57,0
-0.157,0.462,2.364,-11.78,94.055,-64.026,0
0.008,0.565,2.163,72.083,112.732,-63.843,0
0.106,0.656,2.004,126.16,148.315,-60.242,0
0.193,0.795,1.888,146.057,181.519,-63.293,0
0.292,0.757,1.756,138.245,215.21,-68.909,0
0.367,0.68,1.673,118.835,252.686,-84.167,0
0.393,0.596,1.588,98.816,285.522,-101.807,0
0.391,0.446,1.522,85.693,313.416,-122.559,0
0.407,0.346,1.496,86.487,327.087,-146.912,0
0.454,0.311,1.413,98.389,337.402,-171.204,0
0.467,0.341,1.273,113.403,354.492,-196.899,0
0.48,0.38,1.126,122.742,363.037,-219.421,0
0.567,0.306,1.019,124.451,365.601,-238.953,0
0.448,0.36,0.903,122.314,373.718,-259.888,0
0.532,0.305,0.828,119.446,383.423,-268.921,0
0.519,0.352,0.737,109.131,385.437,-286.743,0
0.283,0.372,0.715,93.628,391.907,-289.246,0
0.223,0.36,0.629,75.989,396.179,-278.137,0
0.246,0.253,0.523,55.359,392.151,-260.62,0
0.096,0.154,0.491,35.889,389.282,-247.314,0
-0.03,0.083,0.466,22.827,378.296,-241.76,0
-0.148,0.055,0.4,13.611,346.68,-239.38,0
-0.159,-0.006,0.303,6.592,306.396,-234.802,0
-0.181,-0.093,0.203,1.038,270.386,-229.797,0
-0.228,-0.205,0.377,-3.54,246.399,-216.492,0
-0.187,-0.312,0.349,2.319,241.943,-191.956,0
-0.239,-0.375,0.179,9.216,225.525,-159.424,0
-0.106,-0.462,0.18,20.447,213.196,-124.023,0
-0.159,-0.31,0.234,34.973,227.661,-82.764,0
-0.346,-0.52,0.234,26.306,245.728,-71.411,0
-0.405,-0.59,0.318,21.729,255.249,-91.919,0
-0.702,-0.477,0.211,54.443,230.53,-18.127,0
-0.591,-0.462,0.093,74.158,177.429,58.167,0
-0.386,-0.525,0.004,87.83,123.413,107.056,0
-0.11,-0.398,-0.055,106.201,95.215,142.151,1
0.18,-0.315,-0.094,113.586,100.891,171.326,1
0.392,-0.238,-0.13,111.389,132.08,195.74,1
0.351,-0.177,-0.173,107.971,168.091,213.44,1
0.245,0.137,-0.298,104.614,178.711,221.13,1
0.348,0.197,-0.413,84.229,145.63,214.905,1
0.676,0.305,-0.519,65.857,71.838,196.777,1
1.141,0.313,-0.551,67.566,-23.315,182.8,1
1.873,0.665,-0.52,69.031,-97.656,141.968,1
2.433,0.661,-0.422,56.274,-114.563,127.747,1
2.581,0.714,-0.348,45.044,-73.12,104.553,1
2.476,0.863,-0.279,36.316,-8.057,77.637,1
2.201,0.63,-0.201,8.789,39.978,52.368,1
1.885,0.48,-0.173,-1.404,52.673,33.813,1
1.609,0.292,-0.18,-6.348,41.565,3.906,1
1.365,0.174,-0.175,1.709,19.714,-5.92,1
1.208,0.161,-0.144,16.357,-9.338,5.92,1
1.141,-0.067,-0.12,14.465,-37.048,5.31,1
1.134,-0.042,-0.106,17.517,-50.903,-10.071,1
-0.03,1.311,-1.587,353.271,34.851,-44.8,0
-0.146,1.64,-1.804,330.505,-23.56,-59.509,0
0.127,1.734,-2.191,263.123,-86.853,-85.144,0
0.204,1.819,-2.365,196.228,-110.107,-89.417,0
0.298,1.629,-2.39,154.114,-124.451,-38.269,0
0.243,1.431,-2.279,130.676,-145.264,-42.114,0
0.272,1.506,-2.146,126.343,-190.918,-70.984,0
0.337,1.444,-1.956,132.812,-233.276,-44.678,0
0.398,1.297,-1.772,118.103,-255.798,-39.246,0
0.359,1.179,-1.549,102.295,-270.02,-60.364,0
0.359,1.137,-1.337,88.562,-284.851,-87.769,0
0.345,1.088,-1.147,76.782,-298.767,-103.76,0
0.297,1.005,-1.023,64.819,-311.401,-116.15,0
0.324,0.967,-0.945,60.059,-329.285,-126.465,0
0.38,0.907,-0.915,58.472,-345.764,-132.507,0
0.388,0.78,-0.872,57.617,-356.262,-144.409,0
0.346,0.747,-0.812,58.35,-360.962,-168.213,0
0.328,0.691,-0.707,58.655,-370.789,-180.237,0
0.357,0.616,-0.639,59.326,-378.113,-195.679,0
0.376,0.608,-0.596,64.88,-382.568,-204.773,0
0.401,0.578,-0.567,69.031,-385.559,-214.417,0
0.406,0.526,-0.531,69.275,-383.85,-225.403,0
0.396,0.473,-0.477,65.125,-380.066,-238.77,0
0.384,0.415,-0.426,57.678,-372.681,-254.15,0
0.351,0.384,-0.401,48.279,-367.004,-267.273,0
0.316,0.329,-0.358,34.973,-365.051,-281.067,0
0.227,0.253,-0.301,22.583,-368.835,-296.509,0
0.197,0.204,-0.252,17.273,-383.24,-308.655,0
0.185,0.13,-0.236,16.357,-403.503,-317.139,0
0.191,0.1,-0.214,20.386,-425.415,-322.449,0
0.211,0.102,-0.174,21.729,-441.589,-328.064,0
0.136,0.083,-0.117,14.221,-447.144,-335.327,0
0.1,0.069,-0.036,1.343,-447.388,-343.262,0
0.095,0.017,0.054,-12.817,-448.303,-347.961,0
0.044,-0.037,0.144,-20.874,-445.74,-351.807,0
-0.011,-0.026,0.22,-20.02,-441.772,-350.464,0
-0.042,-0.01,0.281,-19.836,-442.261,-341.614,0
-0.02,-0.033,0.306,-25.33,-446.228,-329.285,0
0.01,-0.077,0.351,-31.372,-447.449,-316.833,0
0.032,-0.05,0.448,-34.546,-442.383,-307.495,0
0.029,-0.023,0.478,-42.725,-427.246,-299.805,0
0.027,-0.005,0.521,-57.678,-403.87,-290.527,0
-0.042,0.012,0.537,-75.073,-375.305,-280.334,0
-0.146,0.009,0.457,-93.201,-346.191,-269.897,0
-0.222,0.018,0.367,-112.671,-328.918,-260.681,0
-0.198,0.034,0.362,-135.01,-320.068,-253.662,0
-0.271,-0.084,0.385,-157.043,-311.768,-254.883,0
-0.296,-0.042,0.429,-167.847,-304.871,-256.165,0
-0.31,0.13,0.554,-187.5,-295.105,-262.207,0
-0.415,0.249,0.688,-223.45,-269.592,-270.142,0
-0.51,0.221,0.849,-265.442,-244.873,-269.531,0
-0.533,0.172,1.031,-290.771,-234.009,-258.484,0
-0.401,0.127,1.261,-297.729,-230.347,-232.727,0
-0.301,0.102,1.456,-285.583,-213.745,-198.73,0
-0.266,0.178,1.705,-264.709,-174.866,-160.645,0
-0.278,0.268,1.826,-249.207,-124.695,-124.756,0
-0.398,0.386,1.919,-232.91,-80.017,-100.098,0
-0.495,0.574,2.059,-212.769,-51.453,-92.041,0
-0.522,0.736,2.365,-192.017,-34.119,-94.788,0
-0.478,0.82,2.548,-171.082,-12.39,-103.027,0
-0.326,0.749,2.616,-140.564,20.203,-105.408,0
-0.188,0.739,2.656,-97.778,64.514,-106.018,0
-0.048,0.695,2.644,-55.237,113.281,-95.398,0
0.066,0.674,2.503,-14.954,177.917,-82.336,0
0.195,0.651,2.392,18.86,238.953,-74.402,0
0.257,0.56,2.288,46.692,290.344,-79.712,0
0.394,0.559,2.152,74.036,335.144,-95.093,0
0.43,0.559,1.93,92.834,370.972,-116.638,0
0.524,0.529,1.711,102.783,394.226,-142.395,0
0.589,0.545,1.507,103.394,410.583,-168.518,0
0.616,0.54,1.373,90.942,428.162,-193.909,0
0.618,0.455,1.242,74.036,446.594,-218.14,0
0.63,0.361,1.169,68.97,461.914,-239.929,0
0.668,0.315,1.073,76.111,473.022,-258.301,0
0.704,0.394,0.959,82.764,490.173,-274.475,0
0.589,0.478,0.857,73.242,507.324,-291.443,0
0.492,0.43,0.745,51.086,518.677,-306.396,0
0.394,0.398,0.648,25.879,521.423,-319.824,0
0.116,0.388,0.576,-1.77,510.803,-331.238,0
-0.12,0.215,0.505,-25.818,483.154,-337.646,0
-0.402,0.127,0.457,-37.354,431.213,-332.153,0
-0.786,-0.024,0.399,-39.917,347.656,-315.186,0
-0.905,-0.281,0.263,-36.804,230.652,-280.334,0
-0.792,-0.401,0.187,-22.278,116.821,-224.548,0
-0.653,-0.536,0.31,-0.488,43.091,-143.494,0
-0.432,-0.587,0.409,28.198,5.493,-53.833,0
-0.247,-0.379,0.219,56.458,1.038,22.766,0
-0.33,-0.437,0.084,62.5,14.038,95.52,0
-0.215,-0.641,0.157,65.918,30.945,125.732,0
-0.078,-0.196,0.083,64.941,55.481,93.75,0
0.101,-0.054,-0.005,52.673,85.205,123.596,0
0.045,-0.301,-0.076,35.95,114.197,155.64,0
0.104,-0.126,-0.154,36.194,117.981,136.902,0
0.178,0.051,-0.211,33.203,122.253,106.445,0
0.26,0.13,-0.195,14.954,127.502,84.29,0
0.38,0.202,-0.178,-1.099,121.155,77.087,0
0.598,0.355,-0.173,-13.977,101.99,78.003,0
0.874,0.349,-0.09,-25.818,68.848,85.449,0
1.226,0.422,0.011,-19.043,19.714,97.9,0
1.647,0.555,0.056,-0.061,-24.292,112.305,0
1.991,0.598,0.215,12.451,-31.799,117.31,0
2.117,0.76,0.233,27.71,-31.555,120.483,1
2.169,0.832,0.196,39.307,-20.081,113.037,1
2.102,0.707,0.194,39.185,-7.08,86.731,1
1.876,0.783,0.142,39.795,2.319,41.077,1
1.675,0.593,0.106,32.104,8.972,5.31,1
1.441,0.495,0.054,16.663,11.292,-17.761,1
1.186,0.283,0.057,3.235,11.292,-23.315,1
1.019,0.122,0.065,-3.052,4.211,-30.273,1
0.892,0.008,0.059,-1.526,-5.066,-32.654,1
0.916,-0.125,0.027,3.113,-11.719,-34.668,1
0.759,-0.155,0.068,8.972,-10.193,-21.79,1
0.842,-0.17,0.023,6.836,-13.794,-32.043,1
0.742,-0.061,0.021,17.761,-8.789,-25.879,1
0.693,-0.09,0.037,12.817,-6.775,2.319,1
0.705,-0.182,0.035,7.812,-8.118,17.639,1
0.687,-0.059,0.034,10.498,-11.169,21.423,1
0.777,-0.17,0.049,6.287,-10.071,20.203,1
0.817,-0.069,0.026,3.784,-8.423,0,1
-0.142,1.546,-1.531,414.917,-6.836,-27.1,0
-0.107,1.724,-1.79,373.108,-71.472,-45.654,0
0.108,1.786,-2.061,319.885,-135.681,-63.782,0
0.36,1.796,-2.245,270.935,-179.81,-79.346,0
0.497,1.807,-2.286,241.699,-203.918,-89.905,0
0.558,1.808,-2.196,226.929,-217.957,-97.534,0
0.626,1.864,-2.092,214.905,-231.14,-106.445,0
0.613,1.683,-1.845,195.068,-250.916,-125.977,0
0.587,1.746,-1.713,177.917,-266.907,-136.475,0
0.528,1.441,-1.598,149.597,-293.396,-125.366,0
0.645,1.326,-1.475,131.592,-319.885,-159.18,0
0.633,1.396,-1.295,131.042,-338.562,-169.861,0
0.561,1.283,-1.153,121.582,-351.501,-161.804,0
0.547,1.147,-1.07,104.126,-359.985,-180.359,0
0.552,1.02,-0.976,93.75,-369.08,-206.299,0
0.565,0.924,-0.904,91.98,-378.296,-233.887,0
0.599,0.9,-0.859,96.924,-386.108,-253.052,0
0.62,0.843,-0.785,100.22,-389.526,-261.719,0
0.625,0.774,-0.72,97.168,-384.277,-277.1,0
0.64,0.745,-0.673,89.661,-369.202,-293.213,0
0.634,0.737,-0.624,73.425,-348.755,-308.228,0
0.541,0.662,-0.581,49.316,-323.669,-321.716,0
0.459,0.645,-0.546,25.513,-302.551,-327.576,0
0.363,0.583,-0.445,2.136,-291.565,-332.214,0
0.44,0.418,-0.369,-13.245,-295.044,-346.008,0
0.254,0.423,-0.272,-23.254,-297.363,-352.661,0
0.095,0.38,-0.194,-37.109,-292.725,-351.562,0
0.017,0.192,-0.156,-58.105,-304.932,-358.948,0
-0.059,0.067,-0.134,-65.369,-327.209,-371.338,0
-0.123,0.011,-0.141,-63.599,-350.464,-378.54,0
-0.173,-0.048,-0.151,-63.232,-370.667,-372.742,0
-0.24,-0.105,-0.132,-64.941,-386.536,-362.305,0
-0.261,-0.151,-0.151,-64.209,-401.733,-352.539,0
-0.247,-0.177,-0.16,-62.134,-419.922,-344.727,0
-0.214,-0.163,-0.121,-58.96,-436.646,-338.379,0
-0.193,-0.049,-0.025,-59.692,-447.876,-335.022,0
-0.246,-0.012,0.085,-72.266,-452.82,-333.191,0
-0.309,-0.012,0.157,-85.144,-459.717,-325.623,0
-0.248,0.06,0.162,-95.886,-469.299,-311.34,0
-0.189,0.13,0.147,-115.967,-474.182,-297.546,0
-0.151,0.192,0.101,-146.423,-470.032,-286.926,0
-0.154,0.205,0.146,-181.885,-457.275,-277.954,0
-0.17,0.176,0.276,-218.018,-433.35,-270.935,0
-0.173,0.116,0.483,-244.873,-396.118,-263.062,0
-0.258,0.121,0.655,-254.7,-344.543,-250.854,0
-0.362,0.176,0.745,-257.263,-293.396,-231.567,0
-0.444,0.201,0.772,-259.155,-263.855,-206.177,0
-0.532,0.254,0.79,-260.681,-258.362,-178.955,0
-0.57,0.408,0.967,-263.367,-267.822,-156.799,0
-0.539,0.51,1.422,-282.776,-272.949,-143.921,0
-0.482,0.558,1.891,-307.617,-243.042,-132.324,0
-0.335,0.397,2.022,-311.768,-191.833,-112.122,0
-0.238,0.294,2.149,-278.748,-154.785,-97.839,0
-0.303,0.414,2.357,-213.745,-107.788,-75.745,0
-0.319,0.598,2.507,-148.682,-53.101,-60.059,0
-0.323,0.732,2.536,-101.074,-4.517,-55.298,0
-0.438,0.881,2.534,-70.862,45.166,-58.105,0
-0.502,0.955,2.541,-51.758,87.341,-59.875,0
-0.29,0.844,2.499,-40.222,115.173,-58.838,0
-0.173,0.669,2.435,-25.818,150.391,-61.707,0
-0.045,0.645,2.406,-5.066,171.692,-65.918,0
0.233,0.47,2.289,17.334,192.444,-73.303,0
0.338,0.451,2.126,47.241,237.244,-86.914,0
0.448,0.481,2.014,75.134,280.273,-101.99,0
0.621,0.525,1.903,90.088,313.11,-126.404,0
0.685,0.563,1.726,89.05,349.487,-146.484,0
0.703,0.48,1.574,76.416,399.536,-165.588,0
0.704,0.4,1.444,65.796,439.758,-186.584,0
0.745,0.351,1.3,65.491,465.637,-207.214,0
0.713,0.323,1.191,69.092,492.798,-225.403,0
0.614,0.415,1.089,68.054,519.287,-247.314,0
0.501,0.464,0.989,56.03,536.316,-262.634,0
0.403,0.441,0.877,31.982,540.405,-269.287,0
0.333,0.342,0.754,4.456,532.837,-270.142,0
0.268,0.271,0.643,-20.813,515.747,-271.912,0
0.236,0.259,0.56,-40.527,495.422,-276.184,0
0.132,0.236,0.536,-59.753,476.624,-283.508,0
-0.049,0.215,0.561,-76.965,455.078,-296.448,0
-0.157,0.133,0.574,-84.717,413.696,-304.443,0
-0.263,-0.034,0.512,-79.956,355.408,-304.81,0
-0.321,-0.144,0.391,-61.89,288.513,-288.513,0
-0.289,-0.268,0.292,-44.128,231.445,-256.226,0
-0.295,-0.373,0.219,-28.503,193.298,-215.637,0
-0.352,-0.33,0.198,-9.46,163.635,-169.067,0
-0.426,-0.217,0.272,-1.221,141.785,-126.831,0
-0.438,-0.324,0.39,2.502,119.263,-76.904,0
-0.409,-0.242,0.334,10.62,98.45,-26.672,0
-0.404,-0.316,0.198,9.216,75.562,11.597,0
-0.322,-0.77,0.15,4.944,71.228,-19.775,0
0.097,-0.3,0.127,55.359,89.844,-12.695,0
-0.233,-0.232,0.092,83.618,93.018,67.322,1
-0.206,-0.369,0.04,64.636,95.154,80.994,1
-0.152,-0.357,0.011,65.063,98.816,98.572,1
-0.139,-0.324,-0.064,70.435,101.685,118.286,1
-0.025,-0.286,-0.167,75.562,102.661,136.658,1
0.063,-0.142,-0.306,78.186,98.755,149.658,1
0.294,0.058,-0.396,77.454,98.206,164.734,1
0.563,0.119,-0.503,65.918,90.271,182.129,1
0.876,0.205,-0.55,55.664,67.871,183.044,1
1.286,0.573,-0.623,46.753,14.954,172.424,1
1.717,0.694,-0.592,30.762,-16.541,189.575,1
2.062,0.505,-0.477,13.55,-36.621,192.688,1
2.263,0.659,-0.404,24.597,-49.438,169.373,1
2.324,0.728,-0.33,43.518,-46.814,145.508,1
2.349,0.844,-0.287,49.5,-39.734,124.817,1
2.245,0.708,-0.283,42.786,-29.419,101.135,1
2.065,0.676,-0.24,37.048,-20.203,71.106,1
1.826,0.527,-0.212,31.738,-12.817,37.292,1
1.598,0.375,-0.148,24.048,-10.803,0,1
1.425,0.359,-0.127,16.541,-17.273,-21.179,1
1.229,0.195,-0.115,10.803,-20.752,-10.803,1
1.117,0.113,-0.115,5.737,-29.785,-8.85,1
1.001,0.026,-0.094,7.141,-40.527,-5.432,1
0.992,-0.003,-0.09,9.277,-52.551,-5.066,1
0.975,-0.073,-0.097,12.512,-58.289,-1.526,1
0.995,0.111,-0.059,16.235,-54.688,6.104,1
0.933,-0.211,-0.022,14.893,-48.706,9.521,1
0.962,0.168,-0.039,19.836,-41.443,-9.216,1
0.789,0.109,-0.02,25.452,-30.945,32.715,1
0.127,1.333,-1.701,345.703,-4.517,1.77,0
-0.022,1.39,-1.772,311.646,-13.184,-15.869,0
-0.11,1.437,-1.836,289.307,-45.227,-27.1,0
-0.016,1.475,-1.94,278.137,-98.267,-38.757,0
0.13,1.513,-2.032,280.64,-157.349,-54.688,0
0.273,1.623,-2.044,293.152,-214.539,-71.106,0
0.435,1.727,-1.986,294.983,-267.456,-91.309,0
0.599,1.8,-1.894,278.198,-310.242,-108.643,0
0.785,1.755,-1.796,241.089,-337.341,-122.681,0
0.876,1.659,-1.686,195.068,-345.52,-138.245,0
0.792,1.401,-1.505,148.193,-340.576,-160.4,0
0.873,1.443,-1.399,111.572,-331.909,-189.819,0
0.6,1.273,-1.177,84.045,-318.054,-183.655,0
0.527,0.984,-1.022,50.659,-321.106,-209.29,0
0.531,1.07,-0.898,40.039,-328.43,-234.436,0
0.359,0.992,-0.76,44.189,-350.22,-198.181,0
0.373,0.678,-0.668,45.715,-372.253,-186.035,0
0.394,0.52,-0.626,51.697,-388.062,-228.943,0
0.456,0.618,-0.592,68.359,-397.705,-270.386,0
0.482,0.63,-0.551,76.66,-396.851,-274.109,0
0.519,0.577,-0.512,73.181,-383.423,-275.513,0
0.441,0.625,-0.631,65.43,-366.394,-282.41,0
0.509,0.445,-0.412,47.852,-359.985,-296.448,0
0.401,0.461,-0.401,36.194,-343.567,-306.152,0
0.328,0.446,-0.395,20.264,-331.238,-314.758,0
0.283,0.283,-0.316,-0.549,-333.252,-319.641,0
0.207,0.287,-0.274,-12.939,-340.576,-328.247,0
0.125,0.235,-0.242,-26.367,-354.004,-329.895,0
0.119,0.103,-0.236,-44.312,-370.667,-330.2,0
0.092,0.04,-0.203,-55.481,-382.019,-331.299,0
-0.01,0.023,-0.148,-60.974,-387.939,-330.078,0
-0.096,-0.018,-0.067,-66.589,-397.217,-328.918,0
-0.076,-0.097,-0.013,-69.519,-412.598,-327.454,0
-0.058,-0.105,0.049,-60.913,-428.467,-324.707,0
-0.087,-0.012,0.139,-54.749,-443.787,-320.923,0
-0.064,0.03,0.207,-65.369,-455.139,-316.04,0
-0.041,0.019,0.214,-85.388,-461.548,-311.218,0
-0.063,0.011,0.207,-105.896,-464.6,-304.199,0
-0.094,0.007,0.205,-125.916,-470.52,-295.227,0
-0.065,0.006,0.316,-145.203,-477.112,-287.659,0
0.002,-0.012,0.484,-164.734,-465.515,-284.729,0
-0.074,-0.001,0.585,-176.147,-421.692,-279.175,0
-0.192,-0.001,0.616,-182.373,-371.826,-261.597,0
-0.195,-0.003,0.626,-182.373,-334.473,-232.91,0
-0.212,0.055,0.596,-176.331,-307.8,-200.806,0
-0.249,0.165,0.552,-174.255,-290.405,-171.265,0
-0.328,0.283,0.526,-186.768,-284.79,-153.076,0
-0.453,0.42,0.557,-216.675,-292.419,-150.085,0
-0.516,0.523,0.758,-259.949,-309.326,-158.264,0
-0.573,0.58,1.15,-309.692,-312.012,-168.701,0
-0.579,0.428,1.452,-348.999,-288.513,-165.161,0
-0.409,0.397,1.553,-347.473,-259.399,-146.423,0
-0.3,0.45,1.608,-313.843,-233.459,-121.887,0
-0.305,0.573,1.805,-271.179,-201.294,-93.506,0
-0.299,0.754,2.044,-237.671,-157.471,-62.744,0
-0.385,0.76,2.15,-217.651,-98.694,-41.321,0
-0.403,0.854,2.203,-188.171,-47.546,-29.297,0
-0.391,0.959,2.182,-145.691,-7.812,-26.855,0
-0.389,1.112,2.268,-99.548,36.255,-39.978,0
-0.344,1.165,2.325,-66.589,68.542,-52.368,0
-0.117,0.961,2.315,-41.26,111.938,-67.261,0
-0.06,0.997,2.303,-13,157.654,-83.069,0
0.111,0.931,2.21,6.714,196.289,-85.449,0
0.257,0.847,2.112,23.682,247.62,-91.309,0
0.216,0.713,2.023,43.03,292.542,-106.934,0
0.339,0.64,1.932,68.42,323.059,-131.042,0
0.454,0.645,1.783,93.018,344.116,-148.071,0
0.497,0.63,1.629,108.276,364.014,-161.56,0
0.599,0.626,1.501,117.554,379.883,-175.659,0
0.681,0.608,1.418,119.446,397.217,-192.566,0
0.641,0.503,1.299,113.953,415.405,-217.651,0
0.661,0.506,1.168,111.572,429.749,-244.446,0
0.625,0.578,1.031,108.276,436.462,-259.094,0
0.54,0.557,0.897,93.14,438.477,-270.325,0
0.464,0.459,0.801,73.547,436.584,-279.602,0
0.399,0.381,0.712,58.655,433.228,-281.433,0
0.324,0.361,0.64,46.814,425.049,-279.724,0
0.171,0.326,0.595,30.945,412.292,-277.039,0
0.091,0.255,0.533,13.672,387.451,-276.672,0
0.08,0.152,0.424,1.953,356.018,-275.696,0
-0.062,0.074,0.35,-4.211,323.792,-267.029,0
-0.086,-0.048,0.33,-4.089,282.471,-256.897,0
-0.039,-0.069,0.283,5.737,232.849,-246.338,0
0.045,-0.089,0.366,16.541,183.594,-229.248,0
0.124,-0.207,0.365,25.696,158.508,-217.773,0
0.012,-0.163,0.222,39.673,151.001,-194.336,0
-0.018,-0.226,0.151,46.753,140.747,-163.757,0
-0.02,-0.282,0.162,49.316,146.423,-128.845,0
-0.079,-0.277,0.211,50.72,152.893,-100.952,0
-0.029,-0.435,0.159,53.284,148.376,-80.444,0
-0.01,-0.352,0.122,59.998,151.367,-85.632,0
-0.15,-0.192,0.06,71.228,139.099,-53.955,0
-0.193,-0.256,0.018,67.322,121.643,-14.465,0
-0.128,-0.278,-0.022,64.27,104.797,8.484,0
-0.09,-0.326,-0.061,65.186,91.064,50.964,0
0.007,-0.277,-0.079,65.125,86.914,89.6,0
0.092,-0.214,-0.11,63.843,83.252,122.925,0
0.279,-0.213,-0.158,64.209,83.374,152.466,0
0.444,-0.119,-0.179,65.43,93.628,174.561,0
0.615,-0.095,-0.243,67.688,92.957,169.128,0
0.944,0.394,-0.353,70.984,69.946,147.095,0
1.238,0.593,-0.449,49.194,47.546,140.747,0
1.537,0.636,-0.448,12.39,29.907,133.545,0
1.675,0.557,-0.412,-12.146,21.179,120.605,0
1.817,0.341,-0.318,-18.982,13.977,96.375,1
1.917,0.413,-0.243,-13.184,3.967,53.833,1
1.888,0.396,-0.214,-0.488,2.869,24.414,1
1.823,0.426,-0.203,12.329,-0.488,13.977,1
1.647,0.219,-0.191,24.048,-5.798,19.714,1
1.567,0.232,-0.215,27.771,-18.066,-3.235,1
1.421,0.196,-0.224,32.104,-28.442,-10.803,1
1.189,0.043,-0.218,27.1,-33.508,-13.794,1
1.23,0.21,-0.238,20.569,-39.001,-31.555,1
1.015,0.086,-0.099,17.883,-29.602,2.258,1
0.96,-0.309,-0.103,-3.174,-31.86,-1.038,1
0.94,-0.047,-0.12,1.77,-33.386,-26.245,1
0.96,-0.011,-0.127,5.493,-35.828,0.732,1
0.868,-0.265,-0.102,-5.676,-22.095,38.696,1
0.909,-0.348,-0.076,-14.221,-15.808,28.503,1
-0.195,1.385,-1.326,339.661,-128.723,-72.571,0
0.004,1.397,-1.563,305.298,-213.928,-85.938,0
0.251,1.332,-1.71,282.288,-288.635,-103.638,0
0.509,1.349,-1.788,282.227,-346.68,-123.84,0
0.781,1.516,-1.809,295.654,-388.672,-145.142,0
0.97,1.66,-1.764,295.654,-418.396,-165.649,0
1.168,1.62,-1.655,277.405,-433.777,-184.631,0
1.342,1.684,-1.571,253.845,-433.838,-210.266,0
1.33,1.725,-1.457,214.905,-426.331,-228.333,0
1.324,1.627,-1.339,165.161,-418.335,-233.948,0
1.321,1.481,-1.215,119.385,-414.307,-241.943,0
