aX,aY,aZ,gX,gY,gZ,ts
1.367,1.344,-1.071,86.609,-413.818,-247.681,0
1.129,1.053,-0.947,58.411,-410.645,-258.423,0
1.114,1.058,-0.799,37.842,-405.823,-291.321,0
0.949,1.009,-0.678,22.766,-412.537,-286.865,0
0.892,0.872,-0.596,5.798,-425.598,-278.137,0
0.795,0.56,-0.486,-0.854,-433.899,-268.433,0
0.785,0.391,-0.408,-3.845,-435.059,-320.19,0
0.754,0.532,-0.363,6.47,-425.903,-360.901,0
0.615,0.507,-0.304,0.305,-413.635,-351.99,0
0.524,0.334,-0.276,-19.348,-399.048,-346.924,0
0.421,0.206,-0.235,-33.447,-387.817,-348.022,0
0.33,0.218,-0.197,-38.818,-380.554,-352.295,0
0.214,0.286,-0.172,-51.086,-375,-356.506,0
0.083,0.263,-0.121,-79.041,-373.962,-361.877,0
-0.009,0.16,-0.069,-105.957,-378.845,-363.831,0
-0.105,0.09,-0.023,-119.08,-386.597,-363.159,0
-0.171,0.081,0.031,-120.85,-398.132,-353.638,0
-0.205,0.063,0.133,-122.375,-410.034,-335.144,0
-0.238,-0.018,0.23,-123.596,-417.053,-313.904,0
-0.278,-0.175,0.3,-116.333,-422.241,-293.091,0
-0.18,-0.277,0.344,-91.553,-430.908,-271.973,0
-0.168,-0.165,0.324,-58.167,-434.875,-254.272,0
-0.107,-0.107,0.318,-39.368,-432.678,-235.596,0
-0.118,-0.088,0.292,-34.424,-432.068,-229.736,0
-0.151,-0.024,0.263,-36.316,-429.138,-226.746,0
-0.155,0.079,0.229,-54.993,-432.617,-226.685,0
-0.082,0.143,0.257,-86.426,-414.49,-231.995,0
-0.189,0.233,0.393,-123.962,-370.178,-241.333,0
-0.332,0.215,0.526,-160.339,-319.275,-242.676,0
-0.395,0.13,0.563,-185.791,-267.639,-232.3,0
-0.403,0.049,0.607,-193.604,-220.581,-208.069,0
-0.463,0.018,0.689,-179.749,-180.359,-180.054,0
-0.585,0.141,0.751,-158.447,-154.236,-151.55,0
-0.632,0.281,0.792,-156.555,-146.423,-126.648,0
-0.656,0.344,0.834,-181.763,-152.71,-111.694,0
-0.705,0.341,0.964,-221.252,-164.612,-105.408,0
-0.67,0.271,1.129,-258.606,-172.668,-101.074,0
-0.438,0.168,1.281,-276.184,-170.959,-93.018,0
-0.258,0.091,1.345,-263.733,-157.104,-85.083,0
-0.152,0.21,1.429,-230.53,-136.902,-77.087,0
-0.067,0.43,1.612,-200.439,-105.53,-71.167,0
-0.085,0.68,1.902,-187.378,-51.941,-73.853,0
-0.158,0.889,2.227,-192.627,14.038,-79.651,0
-0.193,0.916,2.466,-195.557,78.43,-80.933,0
-0.341,0.832,2.679,-179.443,124.39,-82.52,0
-0.345,0.74,2.795,-135.071,135.925,-80.566,0
-0.22,0.777,2.769,-69.946,123.657,-72.266,0
-0.11,0.822,2.649,-6.897,121.765,-60.12,0
0.11,0.819,2.484,37.415,132.812,-53.162,0
0.343,0.772,2.34,63.538,159.119,-53.711,0
0.468,0.769,2.206,77.393,208.496,-62.012,0
0.505,0.79,2.147,82.458,272.705,-79.651,0
0.481,0.761,2.067,77.637,332.581,-105.164,0
0.52,0.63,1.949,73.425,371.155,-132.263,0
0.514,0.51,1.813,76.294,392.578,-158.813,0
0.589,0.442,1.671,90.393,407.898,-179.687,0
0.668,0.455,1.555,110.046,422.241,-200.5,0
0.708,0.521,1.441,125.122,438.171,-220.581,0
0.627,0.542,1.349,125.916,453.674,-238.708,0
0.497,0.544,1.227,116.76,468.811,-257.446,0
0.411,0.569,1.072,106.079,474.243,-271.973,0
0.317,0.542,0.919,89.844,464.355,-278.564,0
0.233,0.438,0.786,68.481,448.486,-280.334,0
0.18,0.325,0.683,51.086,427.673,-278.503,0
0.066,0.291,0.599,39.368,404.236,-278.87,0
0.14,0.235,0.525,28.137,380.676,-275.879,0
0.073,0.119,0.492,16.418,362.549,-272.339,0
-0.038,0.06,0.508,15.686,351.196,-266.174,0
-0.125,0.066,0.496,21.973,334.473,-252.869,0
-0.261,0,0.513,23.865,312.683,-233.582,0
-0.368,-0.176,0.543,28.87,293.03,-206.665,0
-0.669,-0.283,0.387,51.331,266.846,-171.387,0
-0.893,-0.228,0.267,75.867,207.092,-124.573,0
-0.901,-0.328,0.245,79.773,144.958,-62.134,0
-0.756,-0.864,0.204,78.613,105.713,-20.264,0
-0.464,-0.435,0.187,83.679,102.112,-41.016,0
-0.583,-0.371,0.162,124.268,105.408,81.787,0
-0.562,-0.852,0.137,116.821,100.708,135.132,0
-0.608,-0.459,0.067,128.662,108.582,112,0
-0.583,0.046,-0.121,135.315,103.882,138.245,0
-0.438,-0.173,-0.29,104.004,85.815,197.083,0
-0.191,0.025,-0.408,84.045,82.153,213.135,0
0.188,0.012,-0.438,62.5,57.739,222.168,0
0.691,0.251,-0.455,38.818,40.588,189.209,0
1.011,0.48,-0.422,22.095,39.978,168.335,1
1.441,0.491,-0.432,3.235,50.781,123.352,1
1.669,0.972,-0.335,-1.892,69.336,92.896,1
1.794,0.713,-0.308,-8.484,62.439,119.263,1
1.866,0.984,-0.269,-1.343,41.992,120.483,1
2.122,0.62,-0.234,18.311,5.493,117.554,1
2.219,0.824,-0.22,38.452,-19.348,36.011,1
2.163,0.906,-0.241,51.697,-33.875,-7.996,1
1.986,0.677,-0.234,45.654,-33.508,-7.812,1
1.749,0.512,-0.229,33.691,-27.771,-24.902,1
1.514,0.395,-0.247,23.315,-23.804,-39.307,1
1.291,0.156,-0.227,9.583,-21.912,-32.288,1
1.118,0.059,-0.206,2.808,-26.001,-33.875,1
1.062,-0.068,-0.212,1.343,-31.738,-29.419,1
0.918,-0.248,-0.148,4.395,-30.151,-11.658,1
0.958,-0.126,-0.168,3.357,-30.823,-18.127,1
0.866,-0.15,-0.142,6.531,-23.376,-11.169,1
0.881,-0.185,-0.119,1.343,-19.714,-15.869,1
0.848,-0.117,-0.125,1.221,-15.259,-15.198,1
0.801,-0.155,-0.104,-1.709,-9.216,-13.489,1
0.772,-0.156,-0.091,-2.014,-4.028,-9.705,1
0.742,-0.181,-0.078,-2.502,-2.197,-11.108,1
0.746,-0.177,-0.072,-0.366,-3.784,-17.029,1
0.786,-0.133,-0.085,3.418,-5.859,-19.043,1
-0.03,1.418,-1.337,328.857,-151.367,-44.25,0
0.191,1.419,-1.549,293.823,-210.937,-61.951,0
0.337,1.422,-1.731,268.921,-251.282,-84.839,0
0.46,1.455,-1.812,259.705,-288.452,-106.812,0
0.619,1.541,-1.795,262.817,-321.655,-122.314,0
0.76,1.63,-1.726,262.878,-344.604,-140.137,0
0.928,1.699,-1.646,259.46,-356.201,-159.973,0
1.1,1.786,-1.58,250.854,-358.826,-179.871,0
1.172,1.856,-1.53,228.088,-356.445,-198.242,0
1.215,1.839,-1.466,195.129,-357.239,-191.345,0
1.31,1.67,-1.383,156.616,-361.877,-181.458,0
1.268,1.547,-1.252,121.948,-364.075,-192.139,0
1.217,1.41,-1.096,92.773,-361.389,-210.754,0
1.125,1.292,-0.936,65.674,-367.249,-234.741,0
1.039,1.114,-0.814,41.321,-378.235,-262.268,0
0.982,0.894,-0.709,30.396,-391.602,-286.499,0
0.99,0.997,-0.596,28.198,-401.123,-306.58,0
0.914,0.68,-0.485,27.466,-399.963,-312.866,0
1.008,0.762,-0.505,32.959,-398.926,-342.407,0
0.795,0.735,-0.405,34.607,-381.897,-333.435,0
0.78,0.636,-0.398,16.846,-377.014,-342.651,0
0.791,0.57,-0.357,1.038,-364.685,-349.182,0
0.693,0.527,-0.333,-13.306,-343.567,-350.708,0
0.519,0.5,-0.281,-31.189,-321.472,-350.22,0
0.407,0.431,-0.224,-54.504,-308.655,-352.539,0
0.296,0.326,-0.174,-78.369,-304.382,-356.079,0
0.186,0.212,-0.104,-91.614,-304.26,-356.995,0
0.059,0.128,-0.034,-98.389,-308.472,-364.014,0
-0.065,0.064,0.016,-101.379,-319.153,-369.568,0
-0.166,-0.001,0.063,-101.379,-336.67,-367.126,0
-0.238,-0.061,0.074,-99.304,-357.117,-356.445,0
-0.274,-0.103,0.084,-94.727,-375.793,-338.623,0
-0.256,-0.163,0.136,-88.257,-393.738,-320.862,0
-0.219,-0.214,0.188,-78.43,-410.767,-308.838,0
-0.193,-0.21,0.208,-64.27,-417.847,-297.852,0
-0.186,-0.164,0.216,-51.636,-415.833,-283.875,0
-0.144,-0.097,0.224,-46.936,-411.56,-268.616,0
-0.091,-0.013,0.208,-49.133,-403.87,-254.333,0
-0.073,0.053,0.157,-61.157,-392.456,-244.324,0
-0.095,0.128,0.096,-87.036,-378.296,-240.112,0
-0.169,0.2,0.059,-125.122,-359.741,-240.906,0
-0.292,0.243,0.089,-169.922,-340.027,-246.338,0
-0.387,0.281,0.187,-215.149,-322.021,-254.272,0
-0.503,0.315,0.291,-253.54,-301.27,-261.536,0
-0.619,0.32,0.435,-281.738,-278.992,-260.559,0
-0.701,0.305,0.581,-299.5,-260.315,-249.146,0
-0.743,0.312,0.691,-304.932,-248.84,-231.812,0
-0.676,0.394,0.857,-302.979,-244.69,-213.318,0
-0.646,0.463,1.11,-306.396,-233.032,-197.937,0
-0.586,0.449,1.39,-318.054,-200.684,-179.932,0
-0.417,0.382,1.561,-324.646,-155.884,-155.09,0
-0.298,0.346,1.726,-313.171,-108.887,-130.798,0
-0.286,0.478,1.999,-283.997,-57.8,-109.619,0
-0.284,0.602,2.275,-242.615,-11.414,-95.215,0
-0.236,0.791,2.456,-197.388,26.794,-94.788,0
-0.318,1.038,2.58,-158.264,67.383,-102.295,0
-0.251,1.025,2.729,-125.977,120.972,-108.154,0
-0.244,0.999,2.836,-92.224,157.837,-128.357,0
-0.175,1.012,2.821,-57.617,184.265,-131.592,0
-0.048,0.86,2.753,-27.893,207.886,-112.976,0
0.088,0.626,2.644,3.113,219.177,-103.088,0
0.251,0.458,2.506,52.551,227.356,-100.22,0
0.459,0.429,2.336,113.403,239.563,-105.469,0
0.607,0.538,2.176,166.687,270.142,-113.892,0
0.672,0.693,2.017,192.627,309.265,-132.08,0
0.678,0.745,1.843,189.331,344.543,-153.748,0
0.759,0.728,1.622,173.34,377.38,-178.162,0
0.681,0.636,1.441,153.503,407.959,-206.421,0
0.642,0.598,1.272,133.667,433.716,-233.521,0
0.588,0.534,1.123,115.234,448.12,-249.39,0
0.518,0.466,1.011,99.304,457.031,-254.089,0
0.49,0.398,0.917,87.524,460.388,-253.357,0
0.422,0.349,0.834,77.881,456.116,-254.395,0
0.298,0.324,0.772,66.833,445.068,-261.108,0
0.148,0.313,0.698,57.983,427.612,-263.611,0
0.027,0.315,0.609,50.781,400.818,-265.381,0
-0.1,0.264,0.527,42.053,369.324,-268.433,0
-0.13,0.178,0.489,33.997,330.017,-270.63,0
-0.163,0.095,0.396,30.762,282.166,-265.32,0
-0.141,0.065,0.268,34.424,234.924,-247.253,0
-0.194,0.002,0.216,36.011,198.425,-218.14,0
-0.297,-0.109,0.223,33.936,172.058,-183.96,0
-0.39,-0.168,0.361,36.438,140.686,-145.935,0
-0.403,-0.218,0.474,46.021,111.938,-101.44,0
-0.443,-0.305,0.304,66.467,90.881,-52.49,0
-0.405,-0.263,0.144,81.726,68.176,-27.893,0
-0.025,-0.265,0.119,93.994,69.519,-5.859,0
-0.17,-0.232,0.158,102.783,72.693,21.851,0
-0.209,-0.191,0.067,97.9,69.519,29.114,0
-0.14,-0.248,-0.047,94.666,82.581,39.124,1
-0.244,-0.269,-0.14,88.989,88.379,38.574,1
-0.186,-0.081,-0.048,82.092,113.037,27.161,1
-0.287,-0.042,-0.111,60.303,103.149,62.988,1
-0.235,-0.351,-0.162,29.053,110.474,105.835,1
-0.21,-0.235,-0.244,16.235,123.657,118.713,1
0.013,-0.107,-0.24,12.207,124.146,158.447,1
0.203,-0.344,-0.294,2.869,101.318,182.495,1
0.611,-0.008,-0.339,10.742,71.35,177.185,1
0.926,0.076,-0.355,11.719,44.25,186.035,1
1.354,0.069,-0.368,12.207,28.015,174.316,1
1.6,0.324,-0.295,24.78,24.536,153.137,1
1.859,0.48,-0.266,37.17,9.094,143.188,1
2.115,0.447,-0.248,42.847,-1.282,122.62,1
2.223,0.653,-0.246,50.659,-1.953,88.013,1
2.233,0.698,-0.239,47.424,5.981,67.749,1
2.09,0.565,-0.21,29.053,15.564,48.096,1
1.943,0.452,-0.204,14.16,19.104,20.264,1
1.766,0.363,-0.19,6.104,21.24,0.305,1
1.591,0.118,-0.186,-1.892,17.7,-8.789,1
1.227,0.063,-0.162,-5.859,15.564,-2.258,1
1.264,-0.265,-0.1,-12.39,-0.183,-29.358,1
1.17,0.12,-0.154,6.104,-13.916,-35.767,1
0.943,-0.056,-0.105,4.517,-13.977,15.137,1
0.982,-0.206,-0.083,-8.728,-24.78,26.428,1
0.972,-0.127,-0.072,-0.427,-27.161,33.508,1
1.004,-0.204,-0.048,-1.404,-23.926,22.156,1
0.994,-0.074,-0.049,3.662,-13,9.766,1
0.967,-0.095,-0.028,1.953,1.404,3.052,1
0.898,-0.068,-0.023,-1.038,11.23,-4.028,1
0.126,1.633,-1.633,414.062,-79.285,1.221,0
0.282,1.685,-1.919,356.14,-139.771,-22.339,0
0.411,1.555,-2.054,298.34,-194.397,-44.128,0
0.536,1.438,-2.056,263.123,-243.713,-64.087,0
0.68,1.416,-1.995,249.939,-288.574,-84.656,0
0.81,1.43,-1.904,241.089,-327.759,-105.164,0
0.926,1.43,-1.799,234.863,-356.384,-121.277,0
1.05,1.467,-1.682,227.417,-370.789,-130.92,0
1.144,1.494,-1.584,216.492,-370.117,-135.925,0
1.126,1.478,-1.482,199.097,-358.887,-139.709,0
1.088,1.314,-1.368,176.88,-346.13,-149.475,0
1.08,1.36,-1.285,157.41,-340.698,-165.344,0
0.993,1.181,-1.165,136.902,-343.933,-171.082,0
0.92,1.025,-1.052,121.216,-351.624,-198.547,0
0.897,1.114,-0.932,114.014,-368.042,-213.318,0
0.867,1.042,-0.84,101.685,-390.32,-202.454,0
0.818,0.744,-0.765,86.487,-402.588,-213.562,0
0.841,0.635,-0.705,76.172,-404.785,-269.409,0
0.92,0.77,-0.69,72.693,-400.635,-305.908,0
0.787,0.738,-0.65,59.326,-383.85,-296.265,0
0.742,0.626,-0.609,35.706,-358.826,-292.664,0
0.659,0.561,-0.558,14.465,-331.177,-293.152,0
0.528,0.486,-0.477,-6.958,-308.838,-297.302,0
0.463,0.418,-0.404,-24.475,-295.227,-301.025,0
0.344,0.339,-0.333,-40.039,-286.865,-298.523,0
0.289,0.232,-0.275,-60.242,-286.804,-303.04,0
0.118,0.173,-0.2,-78.186,-292.542,-309.509,0
0.055,0.083,-0.135,-91.309,-304.626,-310.486,0
-0.002,0.001,-0.078,-101.868,-316.711,-314.697,0
-0.12,-0.057,-0.002,-111.267,-331.665,-326.477,0
-0.212,-0.12,0.058,-116.577,-353.394,-333.435,0
-0.245,-0.161,0.09,-115.784,-375,-330.139,0
-0.28,-0.137,0.129,-114.624,-399.048,-321.045,0
-0.356,-0.143,0.177,-117.065,-425.537,-307.373,0
-0.364,-0.168,0.245,-119.629,-452.576,-294.556,0
-0.358,-0.167,0.257,-118.896,-484.192,-284.058,0
-0.26,-0.126,0.216,-118.469,-508.606,-274.17,0
-0.138,-0.01,0.215,-124.634,-518.433,-267.7,0
-0.083,0.109,0.24,-142.822,-510.01,-263.794,0
-0.01,0.214,0.275,-171.753,-483.521,-260.742,0
0.051,0.307,0.371,-208.008,-444.275,-257.324,0
0.084,0.306,0.566,-247.62,-386.475,-255.066,0
-0.038,0.27,0.757,-279.114,-303.589,-246.399,0
-0.243,0.24,0.912,-297.546,-218.872,-219.971,0
-0.273,0.144,1.006,-308.533,-159.729,-175.537,0
-0.312,0.07,1.014,-296.082,-136.597,-128.784,0
-0.453,0.097,1.086,-267.151,-149.536,-89.783,0
-0.477,0.322,1.185,-239.319,-188.049,-62.317,0
-0.4,0.598,1.424,-231.873,-228.21,-51.941,0
-0.343,0.72,1.84,-249.634,-239.563,-51.453,0
-0.139,0.682,2.07,-263.977,-214.172,-52.063,0
0.066,0.591,2.159,-249.146,-175.598,-51.27,0
0.038,0.67,2.215,-204.346,-131.104,-51.514,0
0.092,0.845,2.436,-148.01,-64.575,-56.519,0
0.052,0.94,2.569,-105.774,1.892,-64.575,0
-0.007,0.994,2.536,-71.594,69.885,-68.237,0
0.014,0.995,2.476,-38.086,123.047,-67.2,0
0.081,0.953,2.429,-7.996,154.968,-73.059,0
0.173,0.914,2.31,17.822,184.753,-77.393,0
0.302,0.758,2.165,39.551,210.51,-84.534,0
0.453,0.612,2.012,65.002,235.535,-98.694,0
0.56,0.57,1.861,94.055,263.306,-115.356,0
0.702,0.525,1.75,121.582,293.64,-134.827,0
0.763,0.552,1.632,142.7,331.421,-162.964,0
0.809,0.59,1.506,152.527,372.437,-192.932,0
0.864,0.619,1.365,150.635,410.522,-221.863,0
0.901,0.55,1.223,141.785,449.89,-244.69,0
0.766,0.599,1.127,128.967,488.159,-277.832,0
0.557,0.594,0.997,107.422,521.118,-300.049,0
0.441,0.527,0.901,81.238,533.447,-309.692,0
0.328,0.479,0.806,55.847,526.062,-312.439,0
0.235,0.392,0.689,29.785,510.437,-312.805,0
0.099,0.336,0.607,7.751,493.225,-304.382,0
-0.12,0.188,0.553,-13.672,468.018,-292.847,0
-0.399,0.057,0.487,-28.87,421.997,-277.466,0
-0.579,-0.171,0.393,-36.194,341.919,-256.714,0
-0.582,-0.382,0.294,-29.724,235.168,-227.112,0
-0.536,-0.495,0.207,-7.446,138.123,-187.317,0
-0.49,-0.518,0.175,23.743,67.688,-139.893,0
-0.247,-0.479,0.243,55.42,19.226,-91.614,0
-0.161,-0.381,0.352,79.468,4.089,-49.316,0
0.039,-0.327,0.163,98.083,17.395,-13.733,0
0.027,-0.388,-0.032,102.295,48.828,-5.493,0
-0.02,0.072,-0.136,93.506,108.459,8.911,0
-0.084,0.054,-0.141,43.884,155.884,49.683,1
0,-0.345,-0.064,-22.644,184.753,60.669,1
-0.134,-0.514,-0.005,-39.734,190.186,63.416,1
-0.182,-0.425,0.017,-18.311,176.88,65.979,1
-0.081,-0.207,-0.047,2.991,146.423,68.909,1
0.162,-0.384,-0.048,10.071,114.38,74.158,1
0.398,-0.319,-0.053,43.579,82.153,83.74,1
0.621,0.215,-0.127,89.233,43.823,103.394,1
0.972,0.301,-0.169,89.783,12.207,115.417,1
1.283,0.248,-0.156,82.031,-2.808,115.051,1
1.544,0.705,-0.129,76.904,-26.428,95.642,1
1.733,0.921,-0.153,49.805,-48.523,105.53,1
1.986,0.485,-0.059,5.188,-38.086,114.868,1
2.023,0.584,0.012,-4.639,-27.649,95.581,1
1.963,0.556,0.036,1.831,-17.578,89.966,1
1.857,0.378,0.091,-4.395,-4.578,70.374,1
1.647,0.247,0.075,1.465,1.465,41.443,1
1.478,0.154,0.048,14.099,5.371,-2.563,1
1.343,0.146,0.032,26.001,4.822,-33.386,1
1.156,0.11,0.013,25.146,3.601,-47.791,1
1.052,0.042,0.005,22.217,-0.427,-33.081,1
0.959,-0.081,-0.008,15.198,-8.24,-22.034,1
0.93,-0.125,-0.006,13.245,-12.085,-18.005,1
0.961,-0.097,0.004,10.681,-14.709,-13.367,1
0.813,0.043,0.028,7.69,-10.193,4.517,1
0.863,-0.342,0.062,0.183,-6.47,4.639,1
0.993,-0.003,0,11.108,-3.967,-9.888,1
0.807,-0.081,0.036,10.803,10.01,3.967,1
0.861,-0.107,0,3.662,9.46,14.404,1
0.837,-0.139,0.01,6.653,14.16,25.696,1
0.881,-0.16,0.003,5.981,13.428,10.132,1
0.882,-0.113,-0.016,10.925,13.367,-8.24,1
0.913,-0.066,-0.018,13.611,16.113,-13.55,1
0.91,-0.068,-0.026,10.986,19.104,-14.038,1
0.907,-0.125,-0.029,10.315,19.836,-15.381,1
-0.011,1.38,-1.272,382.08,-88.501,-1.709,0
0.135,1.41,-1.479,354.736,-146.24,-35.278,0
0.252,1.457,-1.538,344.177,-200.317,-66.711,0
0.364,1.546,-1.512,348.145,-252.014,-90.759,0
0.594,1.739,-1.429,353.76,-301.941,-115.723,0
0.725,1.793,-1.363,357.666,-343.994,-135.925,0
1.079,2.11,-1.395,353.76,-377.625,-168.274,0
1.378,2.134,-1.469,347.961,-388,-146.423,0
1.514,1.945,-1.464,317.688,-375.366,-174.805,0
1.5,2.128,-1.355,281.555,-357.483,-238.647,0
1.511,2.101,-1.226,235.229,-355.774,-243.652,0
1.507,1.799,-1.142,173.035,-364.38,-237.671,0
1.448,1.538,-1.01,129.639,-373.047,-249.512,0
1.309,1.361,-0.857,107.91,-385.498,-275.513,0
1.262,1.201,-0.751,96.313,-404.297,-306.458,0
1.24,1.109,-0.708,88.44,-422.18,-335.815,0
1.089,0.891,-0.645,80.139,-427.734,-344.788,0
1.166,0.964,-0.614,73.608,-425.964,-357.605,0
0.968,0.876,-0.548,70.313,-416.016,-335.632,0
0.901,0.676,-0.446,57.251,-407.227,-326.294,0
0.902,0.567,-0.432,40.466,-395.325,-349.67,0
0.834,0.504,-0.395,28.015,-370.239,-383.728,0
0.79,0.608,-0.38,14.771,-340.881,-403.137,0
0.496,0.586,-0.293,-12.207,-316.589,-382.629,0
0.389,0.396,-0.219,-48.645,-305.969,-371.643,0
0.277,0.224,-0.149,-73.486,-297.058,-375.366,0
0.121,0.149,-0.095,-85.999,-300.781,-380.371,0
-0.014,0.123,-0.085,-92.896,-314.697,-374.573,0
-0.118,0.043,-0.038,-106.384,-331.543,-361.755,0
-0.144,-0.069,-0.006,-116.577,-346.741,-352.051,0
-0.236,-0.158,0.005,-118.347,-366.699,-348.45,0
-0.306,-0.208,0.042,-109.985,-387.756,-341.553,0
-0.273,-0.241,0.07,-96.436,-413.086,-334.167,0
-0.252,-0.165,0.081,-85.388,-434.692,-330.872,0
-0.204,-0.062,0.021,-87.219,-449.219,-318.542,0
-0.094,-0.007,-0.033,-99.182,-443.176,-305.176,0
-0.024,0.123,-0.082,-117.615,-425.537,-297.729,0
-0.152,0.237,0.044,-150.635,-400.635,-292.48,0
-0.203,0.27,0.189,-190.918,-365.417,-282.166,0
-0.174,0.316,0.231,-228.638,-323.669,-266.846,0
-0.236,0.342,0.269,-261.353,-277.039,-250.366,0
-0.38,0.355,0.392,-287.964,-236.755,-231.995,0
-0.537,0.344,0.552,-307.678,-218.201,-210.693,0
-0.636,0.328,0.819,-321.655,-219.788,-187.378,0
-0.644,0.267,1.135,-327.393,-226.868,-163.269,0
-0.575,0.217,1.442,-321.289,-231.995,-136.169,0
-0.392,0.196,1.673,-302.917,-228.76,-102.6,0
-0.198,0.152,1.854,-270.813,-218.994,-63.538,0
-0.166,0.211,2.043,-221.985,-196.411,-29.175,0
-0.198,0.479,2.172,-164.673,-162.292,-9.521,0
-0.244,0.769,2.255,-120.911,-126.587,-7.629,0
-0.354,0.995,2.284,-94.788,-87.219,-23.01,0
-0.423,1.05,2.438,-81.055,-41.809,-44.861,0
-0.391,1.065,2.566,-65.735,8.423,-64.636,0
-0.34,0.812,2.681,-45.654,67.444,-80.2,0
-0.254,0.639,2.709,-6.897,104.675,-84.534,0
-0.085,0.499,2.607,45.41,128.845,-70.618,0
0.001,0.564,2.454,97.046,150.452,-55.115,0
0.094,0.658,2.231,132.141,169.128,-49.011,0
0.256,0.659,2.015,146.851,192.078,-54.321,0
0.417,0.608,1.883,148.193,221.497,-68.604,0
0.462,0.514,1.805,144.409,262.573,-90.027,0
0.457,0.431,1.744,145.63,301.453,-113.22,0
0.507,0.362,1.613,154.663,329.041,-136.78,0
0.669,0.345,1.484,172.485,342.834,-160.828,0
0.853,0.366,1.315,187.195,365.54,-182.068,0
0.766,0.351,1.187,189.27,409.302,-202.087,0
0.746,0.408,1.058,182.312,463.318,-222.961,0
0.625,0.446,0.984,167.603,505.432,-240.295,0
0.535,0.49,0.911,143.799,530.701,-256.958,0
0.353,0.487,0.814,113.953,542.48,-281.128,0
0.183,0.495,0.727,80.627,536.987,-306.335,0
0.051,0.423,0.656,46.753,517.944,-320.679,0
-0.057,0.313,0.58,16.907,490.173,-326.294,0
-0.046,0.191,0.487,-3.357,459.778,-320.129,0
-0.112,0.161,0.424,-16.174,431.519,-307.556,0
-0.121,0.013,0.404,-25.33,402.832,-296.143,0
-0.202,-0.075,0.391,-26.611,369.507,-288.391,0
-0.354,-0.165,0.413,-22.217,327.881,-284.241,0
-0.443,-0.194,0.382,-11.047,278.381,-281.555,0
-0.571,-0.28,0.329,0.061,223.206,-250.671,0
-0.598,-0.399,0.366,9.705,168.518,-201.05,0
-0.651,-0.567,0.403,25.452,128.845,-146.301,0
-0.702,-0.542,0.235,59.082,94.36,-89.172,0
-0.579,-0.43,0.085,88.501,45.044,-36.255,0
-0.25,-0.698,0.004,89.783,27.466,-26.733,0
-0.224,-0.348,0.002,96.619,38.086,-21.79,0
-0.41,-0.203,-0.01,85.632,35.706,27.039,0
-0.351,-0.304,-0.141,55.481,50.72,65.002,0
-0.249,-0.507,-0.093,40.71,74.524,95.703,1
-0.192,-0.547,-0.096,32.288,82.52,102.783,1
-0.164,-0.559,-0.143,29.602,97.534,110.657,1
-0.103,-0.47,-0.196,29.175,116.333,137.268,1
-0.102,-0.563,-0.197,24.902,128.357,182.007,1
-0.036,-0.631,-0.243,30.212,120.911,224.06,1
0.134,-0.483,-0.321,50.171,92.957,235.352,1
0.433,-0.164,-0.405,69.58,52.734,229.004,1
0.896,-0.022,-0.448,73.303,2.686,223.206,1
1.411,0.202,-0.392,73.364,-40.649,210.449,1
1.893,0.454,-0.372,68.665,-65.491,194.58,1
2.313,0.56,-0.329,63.965,-56.946,182.922,1
2.452,0.623,-0.221,54.26,-23.376,159.18,1
2.429,0.542,-0.196,32.532,-1.526,115.54,1
2.285,0.655,-0.19,20.813,18.127,74.097,1
2.003,0.504,-0.158,8.972,26.123,62.744,1
1.781,0.233,-0.115,-1.343,14.16,49.194,1
1.574,0.218,-0.114,5.066,-8.728,31.799,1
1.437,0.068,-0.105,14.465,-32.227,30.64,1
1.365,-0.025,-0.079,20.752,-48.706,25.33,1
1.318,-0.073,-0.066,26.062,-57.739,13.367,1
1.287,-0.073,-0.068,27.893,-55.237,2.93,1
1.172,-0.093,-0.064,23.437,-39.185,-2.808,1
1.058,-0.113,-0.042,13.733,-21.24,-7.629,1
0.974,-0.154,-0.025,3.235,-8.606,-10.498,1
0.896,-0.238,0.003,-4.456,-1.099,-10.559,1
0.832,-0.261,0.023,-2.563,1.526,-8.85,1
0.784,-0.242,0.026,3.357,-0.244,-5.371,1
0.76,-0.259,0.028,7.019,-5.493,-1.404,1
0.781,-0.241,0.012,13.794,-12.878,2.686,1
0.154,1.486,-1.134,489.197,-139.587,1.953,0
0.354,1.605,-1.194,463.989,-222.595,-44.983,0
0.621,1.74,-1.259,435.486,-304.565,-95.215,0
0.94,1.805,-1.34,398.315,-372.253,-142.761,0
1.234,1.83,-1.465,360.291,-417.847,-184.143,0
1.468,1.809,-1.547,323.242,-444.458,-216.919,0
1.541,1.786,-1.521,289.307,-448.914,-240.662,0
1.5,1.709,-1.372,255.31,-437.805,-259.094,0
1.501,1.612,-1.181,223.022,-429.138,-279.297,0
1.499,1.522,-1.022,196.35,-429.443,-303.955,0
1.494,1.456,-0.903,172.852,-439.392,-325.989,0
1.591,1.344,-0.782,150.024,-456.482,-334.351,0
1.591,1.188,-0.712,132.141,-467.407,-336.548,0
1.543,1.073,-0.642,118.164,-466.858,-338.989,0
1.481,0.988,-0.583,100.403,-461.365,-347.168,0
1.335,0.834,-0.536,75.745,-448.425,-356.384,0
1.312,0.718,-0.456,52.49,-428.04,-365.906,0
1,0.634,-0.431,30.151,-416.382,-364.075,0
0.959,0.476,-0.382,1.953,-393.86,-364.38,0
