aX,aY,aZ,gX,gY,gZ,ts
1.535,0.903,0.279,-63.354,46.875,-152.71,0
1.435,0.877,0.276,-60.364,60.181,-176.514,0
1.365,0.827,0.252,-56.152,62.256,-196.35,0
1.35,0.78,0.222,-49.255,57.678,-211.975,0
1.342,0.746,0.196,-41.687,51.27,-224.67,0
1.327,0.747,0.182,-34.485,47.058,-234.558,0
1.337,0.749,0.182,-26.672,45.227,-242.432,0
1.349,0.746,0.176,-20.325,46.936,-249.878,0
1.313,0.769,0.161,-14.038,51.086,-257.751,0
1.242,0.773,0.165,-11.475,54.871,-266.113,0
1.17,0.741,0.18,-15.015,58.777,-275.085,0
1.099,0.706,0.191,-20.569,62.012,-283.813,0
1.04,0.63,0.207,-24.902,64.88,-290.222,0
1.017,0.584,0.188,-25.391,66.833,-296.387,0
0.963,0.545,0.18,-26.062,67.871,-302.49,0
0.901,0.484,0.182,-28.87,71.899,-311.157,0
0.852,0.43,0.195,-33.142,77.698,-326.172,0
0.791,0.371,0.208,-34.912,84.961,-334.106,0
0.727,0.291,0.212,-35.645,92.224,-344.116,0
0.639,0.247,0.186,-34.363,97.778,-357.605,0
0.55,0.204,0.164,-31.921,101.99,-362.915,0
0.47,0.139,0.146,-31.738,106.445,-363.281,0
0.371,0.107,0.105,-32.776,110.229,-362.549,0
0.321,0.083,0.077,-35.217,109.314,-356.689,0
0.345,0.134,0.024,-39.185,110.352,-340.698,0
0.519,0.025,-0.005,-54.138,129.333,-323.425,0
0.451,-0.044,0.029,-79.895,166.016,-335.937,0
0.101,-0.129,0.124,-95.276,199.158,-354.797,0
0.003,-0.16,0.197,-101.196,206.299,-370.85,0
-0.009,-0.146,0.194,-101.44,202.942,-368.469,0
-0.118,-0.219,0.167,-105.652,211.609,-357.3,0
-0.37,-0.379,0.17,-111.145,215.515,-352.905,0
-0.431,-0.406,0.186,-108.459,188.538,-353.699,0
-0.421,-0.365,0.142,-101.074,156.25,-338.44,0
-0.44,-0.448,0.096,-102.356,138.489,-316.772,0
-0.475,-0.536,0.107,-106.384,125.183,-307.678,0
-0.411,-0.453,0.099,-99.304,110.229,-296.326,0
-0.462,-0.486,0.127,-95.032,104.126,-279.236,0
-0.551,-0.528,0.122,-97.412,97.717,-268.005,0
-0.52,-0.648,0.139,-91.736,90.576,-243.713,0
-0.617,-0.552,0.138,-82.153,86.243,-215.881,0
-0.57,-0.725,0.163,-77.637,79.529,-182.007,0
-0.625,-0.716,0.145,-75.317,75.134,-180.725,0
-0.688,-0.599,0.112,-59.57,77.82,-149.475,0
-0.787,-0.582,0.12,-56.519,81.421,-105.225,0
-0.851,-0.766,0.125,-63.049,68.97,-65.918,0
-0.888,-0.799,0.121,-62.927,51.331,-51.086,0
-0.888,-0.847,0.171,-58.716,38.696,-43.152,0
-0.963,-0.856,0.204,-53.711,21.057,-42.48,0
-0.929,-0.821,0.212,-40.1,0.61,-24.17,0
-0.9,-0.757,0.184,-28.87,-10.193,0.244,0
-0.88,-0.766,0.186,-21.362,-12.573,32.532,0
-0.804,-0.784,0.152,-19.47,-10.925,58.838,0
-0.75,-0.706,0.164,-18.738,4.272,90.698,0
-0.852,-0.703,0.258,-24.841,25.269,134.644,0
-0.886,-0.811,0.304,-35.828,32.349,187.683,0
-0.88,-0.864,0.295,-36.926,27.527,242.126,0
-0.888,-0.891,0.189,-29.541,20.508,294.983,0
-0.796,-0.84,0.062,-19.775,15.93,344.421,0
-0.777,-0.827,-0.063,-14.709,8.179,389.282,0
-0.739,-0.766,-0.118,-8.301,-8.057,434.875,0
-0.668,-0.666,-0.142,-1.404,-30.151,480.103,0
-0.538,-0.675,-0.115,-2.991,-52.551,518.066,0
-0.358,-0.781,-0.059,-5.066,-72.327,548.767,0
-0.005,-0.894,0.053,7.019,-89.111,569.946,0
0.305,-0.997,0.108,37.476,-92.529,576.172,0
0.551,-0.941,0.156,79.346,-72.51,569.519,0
0.721,-0.715,0.129,126.77,-35.828,553.528,0
0.753,-0.48,0.074,168.884,1.343,531.433,0
0.863,-0.166,-0.002,208.191,23.376,504.395,0
0.988,0.204,-0.017,240.723,30.579,473.938,0
1.049,0.519,-0.062,251.953,29.968,434.204,0
1.078,0.774,-0.039,234.741,25.208,381.836,0
1.184,0.936,-0.078,197.571,7.324,318.726,0
1.233,0.999,-0.146,145.63,-15.686,248.779,0
1.299,0.978,-0.101,86.609,-31.616,181.274,0
1.359,0.912,-0.046,27.71,-39.063,122.437,0
1.407,0.821,-0.007,-22.949,-39.124,74.829,0
1.434,0.716,0.026,-61.707,-29.846,37.048,0
1.407,0.583,0.07,-85.327,-14.648,10.315,0
1.369,0.435,0.079,-93.872,0.61,-5.615,0
1.287,0.306,0.053,-88.928,15.991,-11.902,0
1.239,0.203,0.042,-77.026,29.48,-12.024,0
1.2,0.068,0.017,-62.988,36.133,-9.216,0
1.123,-0.042,0.003,-46.448,36.316,-7.874,0
1.049,-0.12,0.001,-25.452,30.212,-4.456,0
0.996,-0.195,-0.003,-6.042,16.357,-4.15,0
0.999,-0.213,-0.036,13.306,-3.052,-4.639,0
0.991,-0.202,-0.061,31.25,-18.738,-0.732,0
0.968,-0.233,-0.065,40.71,-29.175,0.244,0
0.979,-0.238,-0.074,42.664,-39.368,-9.155,0
1,-0.22,-0.077,44.434,-45.41,-15.991,0
1.009,-0.188,-0.082,45.044,-42.847,-15.747,0
1,-0.166,-0.083,42.236,-32.959,-9.583,0
0.969,-0.181,-0.069,34.424,-19.714,-4.517,0
0.932,-0.203,-0.067,24.536,-9.155,-5.127,0
0.857,-0.236,-0.045,15.137,-0.488,-10.071,0
0.896,-0.116,-0.072,9.46,9.155,-6.897,0
0.788,-0.316,-0.018,-8.362,15.503,-21.545,0
0.85,-0.193,-0.025,-12.817,12.39,-39.368,0
0.785,-0.172,-0.013,-0.427,18.738,-18.494,0
0.699,-0.305,0.001,-5.127,24.658,-15.137,0
0.833,-0.246,-0.068,-8.484,22.522,-34.851,0
0.589,-0.208,-0.016,4.639,24.841,-25.818,0
0.656,-0.212,-0.008,5.676,15.381,-18.127,0
0.739,-0.334,-0.005,8.728,1.831,-9.583,0
0.692,-0.325,-0.014,13.733,0,-18.433,0
0.723,-0.271,0.003,27.893,0.732,-18.005,0
0.686,-0.21,0.013,37.659,-1.709,-12.634,0
0.648,-0.236,0.015,41.626,-8.606,-6.897,0
0.684,-0.224,0.004,45.044,-20.691,-5.188,0
0.708,-0.215,-0.008,48.889,-31.067,-2.197,0
0.724,-0.21,-0.005,49.866,-35.767,-1.404,0
0.733,-0.168,-0.008,52.49,-35.156,3.113,0
0.752,-0.165,-0.033,53.894,-30.884,10.986,0
1.571,0.742,-0.426,-37.476,-128.906,102.051,0
1.676,0.834,-0.365,-35.339,-148.193,98.083,0
1.771,0.889,-0.272,-37.415,-164.062,84.656,0
1.936,0.93,-0.143,-41.931,-171.265,60.059,0
2.129,0.907,-0.098,-49.438,-165.649,28.931,0
2.006,0.885,0.068,-58.228,-143.005,-1.526,0
2.073,0.939,0.157,-59.082,-107.117,-23.193,0
2.02,0.944,0.181,-54.504,-84.167,-53.894,0
1.983,0.923,0.263,-47.18,-66.345,-85.999,0
2.038,1.037,0.359,-34.973,-40.527,-110.535,0
2.067,1.13,0.447,-25.208,-12.451,-141.479,0
2.043,1.137,0.517,-21.912,16.724,-176.819,0
1.914,1.163,0.509,-16.296,48.035,-211.853,0
1.741,1.18,0.478,-12.817,71.594,-244.934,0
1.569,1.18,0.425,-12.634,84.351,-272.827,0
1.401,1.184,0.365,-15.076,86.67,-296.753,0
1.288,1.167,0.329,-21.545,81.116,-319.58,0
1.229,1.105,0.309,-30.823,72.449,-340.21,0
1.19,1.027,0.308,-39.185,66.956,-359.375,0
1.184,0.956,0.319,-43.884,68.665,-378.418,0
1.151,0.895,0.336,-44.983,79.834,-393.494,0
1.001,0.812,0.316,-44.006,97.656,-406.738,0
0.841,0.789,0.276,-38.574,112.549,-416.809,0
0.677,0.777,0.22,-32.898,122.009,-419.556,0
0.499,0.703,0.195,-33.508,126.038,-419.373,0
0.379,0.607,0.169,-39.978,125.854,-417.175,0
0.291,0.5,0.156,-49.866,125.61,-414.307,0
0.181,0.405,0.144,-61.89,127.808,-413.269,0
0.144,0.319,0.153,-72.998,131.714,-407.593,0
0.162,0.281,0.175,-83.313,141.113,-395.996,0
0.14,0.171,0.182,-96.741,160.583,-385.864,0
0.127,0.09,0.196,-113.159,185.852,-394.592,0
0.059,0.096,0.195,-123.108,213.196,-401.855,0
-0.111,0.089,0.223,-131.042,236.023,-395.569,0
-0.277,-0.002,0.254,-141.846,246.216,-383.423,0
-0.398,-0.14,0.274,-150.391,241.272,-371.216,0
-0.378,-0.194,0.265,-152.039,226.562,-356.14,0
-0.448,-0.219,0.271,-152.405,217.041,-338.074,0
-0.553,-0.272,0.314,-153.076,208.496,-317.871,0
-0.598,-0.36,0.302,-150.208,190.979,-300.354,0
-0.604,-0.413,0.267,-140.015,165.405,-285.889,0
-0.597,-0.419,0.244,-127.136,138.855,-271.912,0
-0.605,-0.381,0.228,-117.615,121.216,-256.47,0
-0.727,-0.429,0.272,-114.38,112.488,-239.807,0
-0.796,-0.559,0.307,-109.619,91.797,-224.609,0
-0.776,-0.514,0.308,-93.567,59.692,-212.463,0
-0.752,-0.57,0.277,-69.092,35.95,-175.171,0
-0.747,-0.678,0.236,-58.838,19.226,-163.391,0
-0.667,-0.579,0.179,-39.124,10.986,-154.907,0
-0.652,-0.506,0.163,-27.344,18.677,-115.723,0
-0.776,-0.607,0.224,-37.048,26.733,-77.393,0
-0.853,-0.671,0.246,-38.025,17.517,-38.452,0
-0.881,-0.8,0.19,-31.921,1.953,-5.31,0
-0.921,-0.761,0.137,-28.87,-12.024,-6.165,0
-0.93,-0.69,0.101,-23.804,-29.419,-0.305,0
-0.95,-0.672,0.096,-26.794,-46.265,12.878,0
-0.915,-0.708,0.167,-33.203,-56.335,34.363,0
-0.798,-0.851,0.219,-37.842,-49.988,63.171,0
-0.736,-0.913,0.183,-32.593,-26.367,96.619,0
-0.798,-0.888,0.217,-22.034,-1.831,139.587,0
-0.959,-0.883,0.255,-15.503,-0.732,196.411,0
-0.907,-0.853,0.19,-7.385,-14.099,268.738,0
-0.778,-0.791,0.025,-1.343,-25.696,349.121,0
-0.719,-0.699,-0.103,0,-36.56,421.387,0
-0.663,-0.668,-0.193,-2.563,-58.96,478.271,0
-0.481,-0.588,-0.277,-2.686,-86.06,526.184,0
-0.327,-0.516,-0.278,-2.869,-105.103,564.758,0
-0.088,-0.534,-0.172,-5.92,-117.004,588.318,0
0.249,-0.713,-0.006,-5.31,-120.117,596.497,0
0.501,-0.923,0.135,12.268,-112.183,585.693,0
0.623,-0.861,0.226,54.077,-89.966,566.833,0
0.759,-0.585,0.24,107.91,-59.753,548.706,0
0.859,-0.379,0.245,151.794,-27.405,526.367,0
0.961,-0.225,0.182,184.021,-7.996,491.333,0
1.131,0.157,0.111,208.862,1.953,444.702,0
1.132,0.461,0.033,207.031,21.24,390.198,0
1.116,0.649,0.004,176.453,44.8,332.886,0
1.119,0.667,-0.016,126.404,55.237,275.513,0
1.117,0.658,-0.012,73.853,44.983,215.759,0
1.167,0.66,0.002,27.588,21.606,155.64,0
1.215,0.598,0.043,-11.597,1.465,103.638,0
1.203,0.504,0.087,-40.527,-9.583,63.721,0
1.225,0.414,0.095,-56.274,-17.578,35.461,0
1.274,0.341,0.083,-59.814,-22.217,17.029,0
1.286,0.27,0.076,-54.749,-19.531,4.761,0
1.256,0.205,0.088,-42.908,-13.428,-1.465,0
1.206,0.14,0.083,-25.696,-10.01,0.427,0
1.156,0.088,0.058,-5.31,-8.545,4.578,0
1.078,0.036,0.046,14.465,-9.827,6.226,0
1.009,-0.003,0.048,32.288,-16.846,5.737,0
0.992,-0.032,0.051,47.302,-28.198,3.967,0
0.984,-0.046,0.055,57.739,-37.842,0.916,0
0.954,-0.068,0.051,62.622,-43.091,-3.906,0
0.912,-0.076,0.063,64.209,-43.701,-9.155,0
0.907,-0.072,0.045,62.866,-40.222,-13.489,0
0.876,-0.092,0.031,56.458,-31.921,-16.724,0
0.795,-0.142,0.035,46.143,-19.836,-22.888,0
0.727,-0.153,0.043,37.354,-9.827,-31.433,0
0.673,-0.131,0.042,30.762,-4.15,-36.133,0
0.627,-0.172,0.061,22.583,1.221,-38.513,0
0.593,-0.242,0.078,16.235,6.226,-43.396,0
0.542,-0.286,0.092,15.564,6.958,-50.049,0
0.51,-0.281,0.084,18.86,4.028,-54.626,0
0.501,-0.271,0.067,24.048,3.418,-54.565,0
0.538,-0.242,0.037,30.212,8.728,-48.584,0
0.48,-0.188,0.023,36.255,17.578,-40.771,0
0.437,-0.217,0.058,44.373,27.405,-14.16,0
0.602,-0.317,0.049,37.415,30.273,-13.184,0
0.437,-0.371,0.028,39.856,31.25,-13.611,0
0.423,-0.194,0,54.199,40.405,0,0
0.665,-0.169,-0.028,66.406,36.682,60.425,0
0.563,-0.287,-0.034,52.368,48.279,62.378,0
0.512,-0.277,-0.042,51.941,53.284,79.651,0
0.589,-0.354,-0.051,54.199,48.462,65.857,0
0.528,-0.123,-0.073,69.458,45.898,69.641,0
0.513,-0.036,-0.074,77.759,37.231,100.525,0
0.542,-0.118,-0.061,68.726,29.358,108.765,0
0.535,-0.156,-0.043,63.721,15.686,105.347,0
0.613,-0.081,-0.022,71.716,-4.822,113.098,0
1.695,0.813,-0.189,-111.206,-22.949,113.403,0
1.796,0.795,-0.127,-109.192,-15.869,97.29,0
1.82,0.823,-0.1,-98.999,-1.221,69.153,0
1.701,0.883,-0.05,-83.923,9.338,31.128,0
1.645,0.956,-0.042,-69.763,9.888,-8.423,0
1.583,1.005,-0.063,-59.021,4.15,-43.274,0
1.581,1.038,-0.038,-53.223,-6.104,-71.533,0
1.59,1.032,-0.037,-50.415,-13.916,-93.872,0
1.578,1.025,-0.026,-50.537,-17.212,-114.502,0
1.53,1.004,0.002,-49.622,-14.221,-132.996,0
1.501,1.006,0.014,-45.715,-8.85,-151.062,0
1.453,1.024,0.009,-43.274,-4.211,-168.03,0
1.413,1.023,0.01,-44.617,0.244,-185.791,0
1.365,1.001,0.026,-47.485,5.92,-204.651,0
1.315,0.992,0.056,-49.988,10.315,-223.389,0
1.258,0.96,0.101,-52.124,11.963,-240.906,0
1.213,0.932,0.12,-53.101,10.437,-258.789,0
1.161,0.905,0.129,-53.04,6.653,-275.757,0
1.107,0.876,0.135,-54.443,1.648,-289.734,0
1.087,0.797,0.161,-55.725,-2.075,-303.833,0
1.055,0.758,0.195,-53.833,-1.77,-319.092,0
1.032,0.745,0.244,-51.636,3.906,-333.679,0
1.027,0.706,0.26,-49.438,16.357,-346.191,0
0.948,0.648,0.257,-46.631,31.921,-357.666,0
0.829,0.598,0.253,-41.931,46.875,-366.455,0
0.724,0.551,0.242,-37.537,57.068,-369.08,0
0.643,0.494,0.225,-35.95,62.195,-367.432,0
0.583,0.397,0.213,-38.269,66.467,-369.202,0
0.547,0.332,0.219,-42.358,73.608,-376.465,0
0.503,0.316,0.219,-47.791,87.402,-385.01,0
0.468,0.297,0.209,-55.725,107.361,-389.771,0
0.393,0.24,0.191,-65.308,131.165,-392.761,0
0.303,0.139,0.195,-72.693,153.992,-393.921,0
0.225,0.068,0.188,-76.599,171.204,-395.508,0
0.138,0.053,0.159,-80.322,182.373,-396.79,0
0.072,-0.007,0.134,-87.891,189.392,-392.822,0
-0.069,-0.165,0.132,-96.741,191.589,-385.925,0
-0.206,-0.248,0.133,-99.426,184.448,-387.512,0
-0.228,-0.216,0.125,-95.886,169.8,-383.972,0
-0.269,-0.263,0.09,-96.741,160.217,-371.643,0
-0.334,-0.344,0.062,-100.037,156.799,-354.858,0
-0.502,-0.435,0.059,-99.915,143.86,-345.52,0
-0.468,-0.411,0.049,-92.651,114.197,-340.149,0
-0.467,-0.406,0.037,-85.266,89.172,-325.623,0
-0.355,-0.44,0.035,-82.336,80.627,-304.871,0
-0.477,-0.511,0.089,-79.285,84.351,-286.011,0
-0.484,-0.555,0.115,-69.092,79.346,-267.822,0
-0.518,-0.558,0.12,-54.81,76.355,-249.207,0
-0.573,-0.583,0.109,-40.894,79.651,-222.778,0
-0.585,-0.654,0.089,-36.255,75.684,-211.121,0
-0.624,-0.526,0.047,-24.963,69.641,-198.608,0
-0.748,-0.425,0.001,-23.01,68.726,-166.504,0
-0.81,-0.453,-0.05,-34.729,64.148,-130.615,0
-0.856,-0.481,-0.053,-52.917,53.162,-105.591,0
-0.933,-0.531,0.007,-74.036,44.617,-82.947,0
-1.059,-0.697,0.104,-95.398,38.025,-69.641,0
-1.078,-0.755,0.236,-101.44,30.579,-57.251,0
-1.055,-0.811,0.29,-89.294,36.194,-28.87,0
-1.02,-0.87,0.303,-71.167,50.354,11.963,0
-1.034,-0.897,0.314,-51.697,64.453,50.964,0
-1.17,-0.87,0.329,-32.959,72.998,93.689,0
-1.223,-0.823,0.325,-20.813,72.266,148.01,0
-1.255,-0.782,0.244,-14.893,62.5,211.06,0
-1.157,-0.733,0.172,-11.414,46.082,277.1,0
-1.135,-0.728,0.048,-10.559,25.33,339.6,0
-1.016,-0.648,-0.075,-7.812,0.061,393.86,0
-0.877,-0.592,-0.214,-8.667,-25.208,439.941,0
-0.657,-0.559,-0.283,-16.357,-43.396,480.042,0
-0.545,-0.564,-0.258,-27.039,-54.932,515.625,0
-0.347,-0.635,-0.178,-36.072,-62.378,543.213,0
-0.085,-0.725,-0.039,-36.865,-59.387,562.378,0
0.211,-0.901,0.103,-26.123,-47.302,574.341,0
0.469,-0.993,0.15,1.953,-25.635,576.965,0
0.656,-0.808,0.174,53.345,3.967,577.332,0
0.771,-0.637,0.119,108.093,38.33,566.284,0
0.867,-0.408,0.091,164.551,65.918,546.326,0
0.982,-0.015,-0.016,223.45,85.449,518.127,0
1.115,0.483,-0.09,260.132,102.478,478.455,0
1.02,0.842,-0.195,257.69,115.051,426.453,0
1.043,1.041,-0.198,219.482,103.149,362.305,0
1.121,1.014,-0.189,159.424,59.631,286.682,0
1.246,0.985,-0.151,102.478,9.705,211.975,0
1.347,0.942,-0.127,50.232,-26.611,145.264,0
1.34,0.845,-0.109,3.784,-44.617,89.233,0
1.345,0.783,-0.109,-29.114,-47.424,49.438,0
1.42,0.644,-0.104,-53.65,-40.1,25.391,0
1.388,0.484,-0.064,-69.275,-22.461,10.071,0
1.352,0.34,-0.03,-68.359,-1.038,4.944,0
1.295,0.188,-0.037,-56.946,16.724,6.958,0
1.211,0.092,-0.058,-38.757,28.198,8.789,0
1.149,0.034,-0.084,-17.517,30.884,12.634,0
1.144,-0.021,-0.118,0.854,26.611,16.846,0
1.075,-0.105,-0.117,14.709,17.395,15.137,0
0.978,-0.178,-0.101,29.663,-0.977,4.333,0
1.013,-0.134,-0.115,47.791,-28.259,-6.104,0
1.078,-0.096,-0.151,59.021,-49.5,-7.385,0
1.013,-0.144,-0.176,59.631,-55.237,-8.423,0
1.016,-0.125,-0.167,49.988,-55.664,-28.564,0
1.079,-0.1,-0.165,41.992,-52.612,-42.297,0
1.091,-0.084,-0.149,36.621,-38.757,-38.757,0
1.062,-0.078,-0.131,33.142,-19.409,-20.996,0
1.012,-0.147,-0.102,22.705,-3.967,-14.404,0
0.969,-0.174,-0.084,13.123,5.188,-22.766,0
0.904,-0.152,-0.068,8.728,9.521,-35.034,0
0.824,-0.13,-0.025,5.615,9.094,-52.246,0
0.714,-0.18,-0.004,10.193,3.906,-53.65,0
0.65,-0.283,0.005,-0.61,-10.559,-94.849,0
0.826,-0.222,-0.047,18.188,-24.475,-91.431,0
0.811,-0.009,-0.125,33.813,-19.043,-56.763,0
0.601,-0.356,-0.01,15.747,-10.315,-67.932,0
0.821,-0.167,-0.074,18.677,-14.526,-84.045,0
0.492,-0.136,-0.026,34.607,-10.925,-55.725,0
0.641,-0.271,-0.021,27.588,-17.883,-47.852,0
0.675,-0.247,-0.074,29.724,-15.564,-49.072,0
0.622,-0.228,-0.038,37.964,-0.183,-39.673,0
0.517,-0.19,0.002,41.809,8.057,-27.466,0
0.49,-0.22,0.017,41.931,3.174,-13.794,0
0.59,-0.274,-0.006,41.382,-6.897,-5.493,0
0.66,-0.269,-0.037,44.739,-11.475,2.38,0
1.869,0.872,0.088,-88.562,-134.766,68.97,0
1.896,0.874,0.172,-92.957,-95.825,40.222,0
1.782,0.922,0.242,-94.299,-52.979,3.479,0
1.65,0.907,0.318,-94.604,-22.583,-35.461,0
1.589,0.886,0.342,-90.637,-4.028,-71.594,0
1.532,0.903,0.341,-79.59,8.057,-104.065,0
1.441,0.931,0.359,-66.467,16.907,-131.653,0
1.385,0.945,0.394,-54.504,21.667,-152.649,0
1.391,0.978,0.369,-43.152,23.315,-169.495,0
1.404,1.008,0.337,-36.926,25.269,-185.425,0
1.427,1.022,0.289,-37.842,30.029,-203.796,0
1.409,1.036,0.271,-44.495,38.208,-222.9,0
1.344,1.006,0.282,-56.152,47.913,-243.53,0
1.278,0.967,0.328,-68.054,57.861,-268.372,0
1.219,0.951,0.326,-75.745,65.002,-289.551,0
1.161,0.903,0.319,-84.473,71.655,-309.326,0
1.117,0.812,0.333,-92.896,77.881,-331.482,0
1.041,0.784,0.354,-94.788,81.909,-348.999,0
1.015,0.755,0.365,-97.961,87.28,-368.164,0
0.992,0.68,0.392,-100.525,97.778,-384.705,0
0.925,0.633,0.409,-100.464,113.831,-399.658,0
0.825,0.587,0.407,-96.741,129.944,-407.104,0
0.742,0.531,0.394,-90.942,144.104,-406.311,0
0.631,0.449,0.358,-84.045,155.457,-397.766,0
0.494,0.384,0.297,-82.031,164.124,-395.935,0
0.422,0.33,0.229,-87.708,165.649,-402.466,0
0.361,0.281,0.165,-97.656,160.461,-406.006,0
0.3,0.211,0.16,-106.812,153.503,-402.161,0
0.323,0.112,0.19,-111.694,148.376,-393.25,0
0.39,0.084,0.222,-112.915,152.954,-383.911,0
0.421,0.04,0.239,-115.845,176.758,-373.657,0
0.144,-0.112,0.294,-120.483,205.383,-371.826,0
-0.058,-0.202,0.329,-119.812,209.961,-390.259,0
-0.038,-0.187,0.275,-108.887,194.641,-388.672,0
-0.18,-0.273,0.199,-104.065,187.5,-378.418,0
-0.268,-0.306,0.127,-106.201,176.636,-379.578,0
-0.338,-0.305,0.074,-106.75,160.4,-375.671,0
-0.311,-0.342,0.093,-111.45,144.836,-371.643,0
-0.315,-0.375,0.125,-116.028,141.357,-364.075,0
-0.368,-0.439,0.147,-116.333,143.738,-355.652,0
-0.416,-0.467,0.137,-107.91,137.146,-348.083,0
-0.499,-0.473,0.15,-94.299,122.864,-340.21,0
-0.584,-0.494,0.114,-80.383,104.248,-325.623,0
-0.627,-0.509,0.079,-68.115,88.44,-299.255,0
-0.643,-0.465,0.077,-62.439,75.439,-267.639,0
-0.674,-0.441,0.045,-65.674,65.063,-232.605,0
-0.769,-0.442,0.077,-76.111,58.044,-192.2,0
-0.796,-0.616,0.143,-94.299,49.927,-160.339,0
-0.85,-0.612,0.18,-101.44,39.795,-141.296,0
-0.83,-0.627,0.232,-98.328,37.17,-108.459,0
-0.804,-0.683,0.276,-96.619,42.664,-78.857,0
-0.799,-0.725,0.338,-89.478,53.467,-50.781,0
-0.819,-0.792,0.339,-76.66,62.805,-23.682,0
-0.878,-0.806,0.286,-58.35,62.744,-9.094,0
-0.885,-0.736,0.236,-41.443,60.12,-3.845,0
-0.872,-0.663,0.167,-33.63,62.5,11.841,0
-0.828,-0.607,0.142,-38.208,73.669,38.208,0
-0.893,-0.585,0.14,-51.453,87.463,72.815,0
-0.912,-0.527,0.154,-66.895,95.947,117.798,0
-0.881,-0.482,0.099,-84.961,99.731,172.424,0
-0.862,-0.451,0.11,-107.788,101.685,230.286,0
-1.057,-0.567,0.181,-133.179,84.29,287.109,0
-1.072,-0.675,0.174,-147.217,35.156,341.309,0
-0.788,-0.704,0.106,-142.212,-12.817,391.602,0
-0.545,-0.793,0.088,-132.141,-32.837,432.922,0
-0.421,-0.916,0.23,-117.859,-32.593,466.797,0
-0.289,-1.079,0.44,-93.994,-28.198,495.361,0
0.004,-1.182,0.513,-55.298,-17.822,520.447,0
0.34,-1.191,0.539,-5.981,9.46,539.368,0
0.613,-1.105,0.479,46.875,54.749,550.72,0
0.652,-0.95,0.404,105.896,108.948,557.251,0
0.433,-0.683,0.253,163.757,149.78,552.246,0
0.426,-0.314,0.031,219.666,150.024,536.926,0
0.606,0.114,-0.119,263.733,121.887,519.836,0
0.728,0.323,-0.198,283.508,76.05,491.882,0
0.913,0.522,-0.188,287.292,15.198,446.106,0
1.141,0.825,-0.095,276.245,-30.212,387.573,0
1.286,1.029,0.015,235.474,-49.377,318.97,0
1.444,1.112,0.048,171.204,-57.556,242.981,0
1.578,1.059,0.013,99.06,-59.692,167.603,0
1.603,0.923,0.006,27.527,-48.34,99.365,0
1.544,0.729,0.06,-35.828,-23.743,43.884,0
1.477,0.505,0.124,-84.167,6.287,3.723,0
1.387,0.302,0.145,-111.45,34.241,-23.254,0
1.263,0.098,0.151,-118.225,54.016,-38.025,0
1.193,-0.069,0.139,-108.093,62.073,-41.687,0
1.158,-0.192,0.097,-86.853,60.608,-36.133,0
1.063,-0.296,0.062,-61.157,55.176,-25.513,0
0.969,-0.362,0.059,-32.043,42.725,-14.038,0
0.962,-0.378,0.028,-1.831,20.569,-4.7,0
0.972,-0.381,0.011,24.536,-2.258,4.395,0
0.981,-0.365,0.003,45.349,-20.63,12.756,0
0.997,-0.334,-0.001,59.448,-35.828,20.081,0
1,-0.282,0.007,65.918,-44.739,25.33,0
1.015,-0.242,0.012,63.538,-46.997,26.611,0
1.018,-0.269,0.024,56.213,-44.434,24.536,0
0.999,-0.277,0.03,49.438,-41.138,14.954,0
0.949,-0.237,0.022,44.25,-39.978,2.319,0
0.963,-0.169,0.03,34.912,-37.17,-4.395,0
0.945,-0.224,0.059,18.555,-29.907,-8.728,0
0.93,-0.297,0.076,-0.732,-24.475,-28.32,0
0.962,-0.236,0.056,-4.578,-14.404,-38.94,0
0.939,-0.239,0.061,0.427,5.188,-20.63,0
0.865,-0.346,0.052,-5.737,20.02,-17.212,0
0.875,-0.244,0.044,-2.991,29.785,-12.451,0
0.831,-0.422,0.041,-9.155,34.851,-20.203,0
0.746,-0.185,0.042,-2.991,33.875,-23.987,0
0.824,-0.341,0.043,1.892,28.198,0.305,0
0.742,-0.37,0.057,-1.526,27.832,-12.451,0
0.751,-0.265,0.047,7.751,17.883,-12.024,0
0.747,-0.298,0.048,13.306,7.385,4.761,0
0.782,-0.307,0.041,12.451,0.671,11.414,0
0.731,-0.318,0.073,14.221,-4.089,12.817,0
0.798,-0.297,0.073,18.127,-11.108,13.855,0
0.816,-0.286,0.063,19.653,-9.338,8.911,0
0.805,-0.279,0.067,18.921,-1.831,0.244,0
0.81,-0.272,0.074,20.447,3.357,-2.197,0
0.77,-0.237,0.062,21.057,8.179,-3.174,0
0.735,-0.244,0.072,21.118,13.245,1.709,0
1.755,0.762,0.148,-53.589,-76.843,23.254,0
1.793,0.846,0.164,-46.631,-47.668,-6.348,0
1.801,0.884,0.191,-46.204,-18.677,-38.513,0
1.776,0.916,0.226,-49.927,9.705,-70.251,0
1.701,0.926,0.245,-55.298,37.598,-100.281,0
1.609,0.898,0.258,-61.768,60.181,-127.869,0
1.507,0.865,0.252,-65.918,74.829,-153.931,0
1.399,0.864,0.269,-67.444,81.482,-177.002,0
1.329,0.864,0.276,-67.871,80.322,-195.251,0
1.317,0.846,0.27,-69.458,74.341,-210.144,0
1.321,0.834,0.243,-70.679,69.519,-223.694,0
1.322,0.817,0.238,-71.533,66.833,-238.403,0
1.305,0.785,0.251,-73.73,66.895,-255.676,0
