aX,aY,aZ,gX,gY,gZ,ts
1.472,0.665,0.05,-73.914,-140.747,-214.661,0
1.42,0.625,0.133,-71.716,-149.109,-234.436,0
1.398,0.597,0.19,-64.392,-155.151,-251.953,0
1.338,0.542,0.248,-54.993,-156.799,-265.808,0
1.279,0.504,0.325,-43.823,-152.405,-276.001,0
1.232,0.492,0.373,-31.982,-145.081,-284.668,0
1.175,0.482,0.427,-20.63,-134.766,-292.419,0
1.12,0.469,0.468,-8.301,-121.155,-298.035,0
1.065,0.445,0.483,4.7,-103.21,-301.392,0
0.984,0.408,0.512,16.052,-81.421,-303.589,0
0.891,0.404,0.518,27.222,-58.289,-305.359,0
0.761,0.404,0.524,37.476,-38.635,-307.495,0
0.624,0.345,0.498,45.349,-23.804,-309.021,0
0.526,0.307,0.472,53.711,-13.489,-309.692,0
0.445,0.304,0.436,60.669,-5.615,-309.326,0
0.336,0.264,0.413,64.026,1.587,-304.932,0
0.246,0.181,0.398,64.331,6.165,-301.514,0
0.177,0.155,0.349,66.772,7.751,-297.18,0
0.089,0.057,0.302,70.679,5.615,-287.537,0
0.11,-0.086,0.246,76.66,-2.563,-284.485,0
0.09,-0.05,0.194,90.881,-3.723,-274.231,0
0.045,-0.131,0.196,100.281,-0.427,-252.502,0
0.03,-0.177,0.165,105.713,-3.845,-237.427,0
-0.026,-0.179,0.095,112.488,-11.597,-217.59,0
-0.009,-0.258,0.056,112.61,-16.724,-197.632,0
0.023,-0.286,0.003,111.511,-20.752,-181.03,0
-0.024,-0.276,-0.072,109.68,-20.142,-160.156,0
0.038,-0.425,-0.114,104.065,-18.188,-143.555,0
0.047,-0.427,-0.182,104.004,-18.433,-137.451,0
0.053,-0.425,-0.232,105.469,-13.916,-124.329,0
0.062,-0.508,-0.246,101.44,-7.935,-114.258,0
0.011,-0.501,-0.284,98.267,-6.042,-108.032,0
0.104,-0.553,-0.343,93.994,-6.409,-96.68,0
0.078,-0.523,-0.397,86.243,-2.93,-86.731,0
0.033,-0.573,-0.41,72.632,1.099,-73.547,0
0.078,-0.686,-0.513,55.725,0.061,-57.739,0
-0.249,-0.569,-0.889,35.4,2.38,-47.974,0
-0.261,-0.615,-0.936,8.057,-5.859,-29.846,0
0.027,-0.781,-0.659,-16.296,-8.789,-8.85,0
0.06,-0.936,-0.539,-20.996,-2.197,-7.385,0
0.055,-0.796,-0.535,-9.766,-7.751,-6.226,0
0.218,-0.776,-0.507,-6.409,-16.357,5.676,0
0.233,-0.795,-0.468,-15.381,-21.057,8.667,0
0.229,-0.752,-0.464,-26.428,-23.01,15.686,0
0.295,-0.743,-0.484,-40.771,-21.423,30.273,0
0.276,-0.756,-0.531,-59.998,-15.625,37.354,0
0.235,-0.743,-0.544,-78.979,-13.489,43.274,0
0.22,-0.773,-0.536,-97.29,-19.653,45.349,0
0.188,-0.772,-0.506,-113.342,-30.701,38.696,0
0.12,-0.743,-0.459,-125.183,-43.701,33.325,0
0.072,-0.716,-0.415,-135.254,-61.462,33.569,0
0.062,-0.675,-0.373,-144.409,-83.252,37.72,0
0.078,-0.62,-0.335,-153.564,-104.004,42.603,0
0.111,-0.579,-0.26,-164.246,-120.117,45.105,0
0.138,-0.527,-0.199,-175.293,-127.258,44.434,0
0.141,-0.468,-0.138,-185.425,-124.817,47.729,0
0.156,-0.436,-0.075,-195.862,-121.033,52.795,0
0.187,-0.41,-0.01,-205.383,-117.004,59.082,0
0.187,-0.41,0.052,-212.585,-109.497,66.956,0
0.196,-0.421,0.109,-216.858,-101.501,73.853,0
0.189,-0.395,0.154,-216.003,-95.398,82.336,0
0.178,-0.349,0.216,-211.914,-91.492,90.271,0
0.207,-0.313,0.296,-207.336,-90.332,99.121,0
0.261,-0.252,0.386,-200.134,-91.003,107.178,0
0.326,-0.152,0.495,-189.697,-92.651,113.281,0
0.431,-0.039,0.599,-180.42,-92.834,117.31,0
0.505,0.042,0.705,-175.11,-90.637,117.004,0
0.574,0.116,0.821,-171.997,-88.684,112.915,0
0.57,0.218,1.01,-171.265,-88.318,105.164,0
0.673,0.284,1.207,-171.021,-96.13,96.68,0
0.886,0.269,1.358,-169.8,-109.314,88.684,0
1.033,0.305,1.5,-164.612,-106.201,78.125,0
1.12,0.289,1.602,-155.029,-83.191,61.462,0
1.151,0.319,1.655,-141.602,-45.593,48.035,0
1.045,0.258,1.701,-130.31,-6.348,36.133,0
1.002,0.33,1.732,-113.159,16.907,20.142,0
0.763,0.434,1.669,-99.67,31.433,13.977,0
0.919,-0.057,1.673,-87.708,42.114,7.507,0
0.864,0.463,1.565,-57.922,43.884,-14.404,0
0.695,0.141,1.547,-58.411,42.236,10.315,0
0.74,0.089,1.461,-60.425,21.851,5.005,0
0.759,0.105,1.377,-42.053,-1.587,11.597,0
0.786,-0.014,1.263,-35.156,-10.681,19.287,0
0.724,-0.029,1.163,-26.123,-8.667,22.156,0
0.752,-0.149,1.071,-14.343,-9.827,27.405,0
0.728,-0.128,1.003,-2.319,-4.822,15.32,0
0.703,-0.078,0.93,7.385,0.793,7.446,0
0.695,-0.099,0.863,8.118,8.118,4.15,0
0.674,-0.066,0.793,5.554,16.846,-0.061,0
0.65,-0.099,0.776,0.427,25.513,-2.075,0
0.592,-0.141,0.77,-5.432,30.823,-5.005,0
0.556,-0.153,0.764,-5.92,29.846,-5.676,0
0.547,-0.183,0.755,-4.456,24.048,-5.188,0
0.531,-0.167,0.744,-1.221,15.381,-4.15,0
0.567,-0.157,0.718,2.625,10.193,0.977,0
0.499,-0.197,0.706,4.089,1.16,1.892,0
0.619,-0.068,0.701,7.996,-1.831,8.362,0
0.562,-0.153,0.672,3.54,1.526,17.944,0
0.558,-0.127,0.694,3.845,0.854,11.353,0
0.603,-0.054,0.671,6.165,-3.784,10.864,0
0.59,-0.049,0.677,2.991,2.747,14.282,0
0.557,-0.046,0.688,-2.747,4.7,14.221,0
0.583,-0.056,0.697,-7.202,5.066,10.62,0
0.577,-0.061,0.705,-9.033,7.935,10.925,0
0.583,-0.081,0.707,-10.864,12.024,5.676,0
0.57,-0.037,0.714,-8.301,15.503,6.226,0
1.721,0.949,-0.165,8.362,-106.262,-27.527,0
1.831,0.97,-0.144,0.244,-130.676,-46.692,0
1.911,1.01,-0.074,-11.108,-151.123,-67.322,0
1.98,1.002,0.026,-26.306,-165.283,-88.867,0
2.017,0.941,0.141,-41.87,-173.889,-110.352,0
2.065,0.882,0.264,-50.476,-176.575,-128.601,0
2.092,0.815,0.359,-49.255,-174.622,-142.09,0
2.067,0.735,0.413,-40.649,-169.983,-154.541,0
2.005,0.699,0.444,-26.123,-164.978,-168.213,0
1.903,0.684,0.453,-8.179,-158.997,-181.885,0
1.799,0.663,0.449,8.606,-154.236,-198.12,0
1.733,0.668,0.476,23.315,-147.278,-214.417,0
1.64,0.715,0.516,36.926,-134.094,-228.76,0
1.525,0.744,0.573,46.814,-119.873,-241.882,0
1.467,0.763,0.58,54.871,-106.506,-254.578,0
1.332,0.759,0.62,61.462,-92.468,-268.188,0
1.185,0.735,0.669,65.247,-75.439,-278.564,0
1.049,0.681,0.687,70.435,-60.059,-285.034,0
0.922,0.611,0.682,80.017,-51.025,-289.551,0
0.817,0.605,0.673,95.642,-44.617,-291.809,0
0.692,0.618,0.645,113.22,-39.124,-291.504,0
0.563,0.586,0.587,127.197,-34.119,-292.358,0
0.483,0.534,0.531,140.015,-30.029,-296.021,0
0.39,0.496,0.467,153.015,-23.804,-301.941,0
0.281,0.442,0.43,165.283,-14.282,-307.19,0
0.17,0.428,0.366,174.927,-5.127,-311.829,0
0.083,0.405,0.288,179.687,2.502,-310.913,0
-0.018,0.337,0.196,178.65,9.827,-306.58,0
-0.117,0.252,0.108,173.157,16.357,-300.842,0
-0.185,0.156,0.046,166.443,22.644,-289.185,0
-0.22,0.068,-0.017,160.4,28.137,-273.376,0
-0.263,-0.003,-0.09,155.09,31.067,-253.601,0
-0.314,-0.009,-0.171,147.339,34.058,-228.699,0
-0.521,-0.227,-0.165,141.357,32.227,-178.345,0
-0.11,-0.67,-0.191,144.958,1.465,-154.846,0
-0.314,-0.137,-0.369,163.757,8.911,-182.129,0
-0.205,-0.389,-0.382,153.748,28.503,-152.405,0
-0.23,-0.457,-0.443,134.338,33.508,-145.569,0
-0.222,-0.431,-0.497,122.864,34.607,-135.437,0
-0.181,-0.471,-0.524,104.065,32.715,-123.352,0
-0.076,-0.435,-0.613,81.299,27.954,-114.075,0
-0.264,-0.554,-0.898,46.814,27.1,-104.004,0
-0.342,-0.638,-0.878,4.089,39.124,-75.684,0
-0.197,-0.789,-0.725,-28.564,51.88,-48.096,0
-0.096,-0.91,-0.527,-36.133,44.739,-34.485,0
-0.063,-0.897,-0.406,-20.935,29.053,-30.701,0
0.087,-0.857,-0.361,-8.85,14.465,-27.527,0
0.166,-0.818,-0.35,-9.033,4.395,-19.47,0
0.254,-0.792,-0.333,-18.738,-6.165,-8.057,0
0.379,-0.684,-0.294,-25.513,-7.751,0.122,0
0.337,-0.697,-0.342,-39.978,-2.075,0.671,0
0.339,-0.776,-0.326,-62.927,3.54,20.264,0
0.362,-0.774,-0.324,-77.332,10.071,22.888,0
0.25,-0.766,-0.307,-88.684,13,23.315,0
0.176,-0.8,-0.265,-96.741,2.747,30.09,0
0.15,-0.784,-0.253,-101.746,-16.235,31.25,0
0.107,-0.751,-0.235,-107.727,-38.94,36.804,0
0.154,-0.799,-0.227,-116.028,-60.852,40.955,0
0.125,-0.761,-0.217,-123.718,-76.477,28.687,0
0.084,-0.678,-0.186,-128.54,-89.661,26.306,0
0.106,-0.609,-0.151,-136.963,-100.891,32.166,0
0.159,-0.585,-0.107,-149.902,-105.957,38.696,0
0.184,-0.596,-0.083,-162.476,-106.079,38.757,0
0.168,-0.503,-0.059,-171.082,-99.121,35.278,0
0.162,-0.484,0,-182.129,-87.708,38.757,0
0.135,-0.434,0.038,-194.092,-79.59,41.931,0
0.108,-0.403,0.091,-202.576,-75.134,50.964,0
0.099,-0.407,0.146,-210.022,-74.036,56.396,0
0.123,-0.398,0.208,-213.684,-74.707,62.195,0
0.159,-0.392,0.286,-213.501,-72.266,69.885,0
0.205,-0.386,0.36,-210.083,-65.369,79.163,0
0.266,-0.372,0.405,-202.515,-59.326,89.966,0
0.291,-0.31,0.439,-190.186,-55.725,101.257,0
0.384,-0.173,0.5,-176.147,-55.481,111.023,0
0.396,-0.118,0.627,-169.373,-53.955,117.004,0
0.433,-0.011,0.777,-163.33,-57.617,120.972,0
0.575,-0.003,0.916,-155.823,-74.28,116.15,0
0.703,0.192,1.116,-144.775,-84.961,108.154,0
0.795,0.378,1.346,-137.939,-93.506,109.314,0
0.965,0.424,1.576,-138.123,-102.051,101.379,0
1.117,0.429,1.76,-137.573,-104.004,89.844,0
1.183,0.403,1.897,-129.822,-90.149,77.759,0
1.228,0.324,1.955,-113.892,-70.618,58.35,0
1.276,0.206,1.956,-90.393,-49.255,36.194,0
1.2,0.139,1.824,-64.636,-36.133,16.785,0
1.013,0.317,1.709,-41.992,0,13.062,0
0.89,-0.084,1.643,-41.016,21.301,7.202,0
0.75,0.017,1.457,-23.01,26.245,-9.155,0
0.663,-0.127,1.337,-11.108,47.18,-12.817,0
0.519,-0.252,1.254,-5.371,48.157,-23.437,0
0.535,-0.294,1.139,7.324,37.964,-31.006,0
0.482,-0.247,1.016,14.832,28.564,-28.809,0
0.503,-0.178,0.953,9.216,28.259,-13.489,0
0.417,-0.302,0.883,-2.563,29.541,-0.549,0
0.467,-0.328,0.877,-0.732,23.682,3.845,0
0.519,-0.264,0.799,1.16,12.451,8.301,0
0.517,-0.229,0.781,0.488,19.348,16.846,0
0.551,-0.292,0.765,-1.099,17.639,23.315,0
0.578,-0.245,0.736,2.258,14.343,19.531,0
0.605,-0.241,0.719,4.7,16.479,12.878,0
0.57,-0.186,0.712,6.836,17.883,5.554,0
0.552,-0.135,0.705,5.554,20.264,3.662,0
0.557,-0.21,0.7,0.549,21.912,3.784,0
0.544,-0.199,0.705,0.793,22.949,-0.427,0
0.552,-0.197,0.718,0.916,22.461,0.977,0
0.518,-0.225,0.717,-1.221,18.25,0.732,0
0.524,-0.221,0.719,2.808,14.893,1.282,0
0.499,-0.221,0.716,5.31,10.803,-0.427,0
0.506,-0.232,0.722,6.592,3.235,-0.916,0
0.506,-0.191,0.703,6.714,-3.174,-2.197,0
0.512,-0.156,0.691,3.784,-3.967,2.014,0
0.509,-0.221,0.714,-3.296,-3.906,5.615,0
0.504,-0.232,0.727,-5.249,-7.874,3.357,0
0.537,-0.183,0.724,-1.892,-9.827,2.93,0
0.531,-0.2,0.725,-3.357,-8.362,4.272,0
0.547,-0.214,0.73,-3.357,-6.348,4.517,0
0.552,-0.178,0.726,-0.488,-4.883,2.808,0
0.545,-0.159,0.728,-0.183,-2.075,2.869,0
0.534,-0.17,0.727,-1.648,0.793,3.296,0
1.793,0.497,0.276,-39.063,-181.702,-114.502,0
1.816,0.467,0.31,-28.503,-187.683,-120.483,0
1.801,0.454,0.384,-16.113,-183.228,-127.441,0
1.8,0.493,0.462,-0.183,-170.41,-137.878,0
1.764,0.517,0.52,17.639,-149.78,-151.978,0
1.75,0.546,0.56,35.645,-126.587,-166.87,0
1.674,0.592,0.583,52.246,-104.675,-182.922,0
1.555,0.629,0.592,64.331,-87.28,-200.378,0
1.412,0.633,0.604,70.374,-74.768,-217.957,0
1.267,0.607,0.631,72.449,-65.552,-234.192,0
1.174,0.594,0.651,74.341,-58.777,-248.779,0
1.078,0.57,0.653,77.026,-51.88,-260.742,0
0.986,0.525,0.656,80.566,-42.969,-271.79,0
0.909,0.492,0.655,87.524,-30.64,-281.86,0
0.829,0.454,0.643,96.802,-15.808,-290.039,0
0.693,0.442,0.632,107.117,-2.808,-295.654,0
0.569,0.354,0.617,117.615,5.981,-295.471,0
0.451,0.434,0.579,127.625,9.033,-292.114,0
0.332,0.265,0.552,132.446,4.15,-284.851,0
0.291,0.259,0.498,139.465,-3.357,-285.4,0
0.216,0.228,0.461,147.034,-7.751,-278.259,0
0.195,0.131,0.45,148.804,-10.559,-276.672,0
0.216,0.093,0.425,153.503,-10.803,-276.672,0
0.199,0.182,0.374,158.63,-2.197,-262.573,0
0.056,0.045,0.34,151.367,9.155,-242.554,0
0.03,-0.057,0.293,145.813,11.719,-233.093,0
0.006,-0.083,0.242,151.123,11.963,-218.994,0
-0.037,-0.122,0.172,153.381,12.817,-207.52,0
-0.035,-0.16,0.108,152.771,12.451,-198.242,0
-0.042,-0.228,0.043,150.146,10.986,-187.5,0
-0.052,-0.259,-0.033,147.827,9.949,-174.683,0
-0.051,-0.322,-0.119,145.447,10.559,-159.18,0
-0.095,-0.389,-0.185,141.235,12.512,-144.287,0
-0.118,-0.429,-0.245,138.306,14.526,-128.845,0
-0.127,-0.523,-0.3,135.01,13.672,-116.089,0
-0.158,-0.57,-0.352,132.874,9.827,-108.826,0
-0.1,-0.607,-0.429,130.554,3.54,-98.877,0
-0.177,-0.559,-0.523,122.803,-1.709,-85.693,0
-0.115,-0.676,-0.63,107.117,-8.118,-66.589,0
-0.066,-0.706,-0.725,88.989,-12.207,-58.411,0
-0.103,-0.735,-0.876,66.65,-13,-50.293,0
-0.251,-0.713,-1.07,36.072,-10.132,-29.358,0
-0.148,-0.792,-1.018,8.484,-14.709,-23.621,0
-0.02,-0.869,-0.871,-11.658,-15.93,-18.86,0
0.037,-0.88,-0.812,-24.414,-7.08,-12.573,0
0.062,-0.814,-0.848,-39.734,3.296,-5.31,0
0.054,-0.832,-0.836,-62.744,13.611,6.47,0
0.01,-0.924,-0.774,-86.975,15.625,20.264,0
0.017,-0.972,-0.739,-103.271,8.057,25.33,0
-0.011,-0.879,-0.714,-114.38,-0.305,23.865,0
-0.036,-0.829,-0.66,-128.662,-8.118,31.006,0
-0.031,-0.828,-0.565,-146.729,-23.071,42.053,0
-0.035,-0.824,-0.457,-162.292,-41.565,51.819,0
-0.021,-0.8,-0.346,-171.631,-59.814,61.035,0
0.003,-0.751,-0.246,-175.232,-75.867,68.176,0
0.018,-0.686,-0.165,-175.293,-89.417,76.172,0
0.054,-0.608,-0.104,-174.255,-99.182,86.304,0
0.084,-0.546,-0.042,-175.476,-104.126,94.482,0
0.078,-0.491,0.041,-178.162,-105.652,101.807,0
0.07,-0.448,0.146,-179.321,-107.056,110.168,0
0.067,-0.397,0.23,-178.65,-108.215,119.263,0
0.105,-0.346,0.322,-175.415,-111.572,129.211,0
0.177,-0.299,0.399,-169.189,-119.995,136.108,0
0.238,-0.203,0.47,-160.95,-127.869,137.207,0
0.298,-0.078,0.581,-155.701,-129.639,135.315,0
0.406,0.038,0.75,-155.029,-130.31,132.08,0
0.479,0.096,0.892,-157.104,-130.859,128.662,0
0.669,0.175,1.054,-157.654,-130.188,123.718,0
0.798,0.258,1.22,-156.067,-122.375,114.624,0
0.902,0.299,1.396,-155.64,-105.53,101.868,0
1.004,0.317,1.538,-152.588,-82.703,88.562,0
1.05,0.296,1.618,-143.677,-57.007,74.951,0
1.018,0.252,1.648,-129.517,-35.156,61.157,0
0.97,0.24,1.65,-110.291,-18.555,48.279,0
0.899,0.24,1.615,-91.492,-9.094,38.208,0
0.874,0.148,1.549,-76.782,-5.127,32.043,0
0.83,0.091,1.447,-62.866,-2.93,27.466,0
0.777,0.065,1.359,-51.819,-1.648,24.536,0
0.546,0.073,1.243,-45.715,-4.15,22.4,0
0.767,-0.253,1.24,-39.917,-8.301,24.597,0
0.623,-0.033,1.114,-29.419,-16.113,16.724,0
0.626,-0.163,1.068,-27.71,-15.198,27.222,0
0.635,-0.283,1.019,-27.222,-17.517,25.085,0
0.659,-0.232,0.959,-14.648,-18.86,22.705,0
0.661,-0.226,0.898,-8.118,-13.55,25.085,0
0.665,-0.274,0.876,-7.263,-3.113,22.888,0
0.663,-0.222,0.844,-3.113,4.517,17.883,0
0.655,-0.205,0.834,-2.747,9.277,14.282,0
0.669,-0.209,0.808,-6.958,9.827,10.742,0
0.676,-0.24,0.804,-10.498,11.23,10.376,0
0.659,-0.25,0.803,-10.986,10.071,7.202,0
0.673,-0.245,0.811,-7.935,7.629,7.751,0
0.662,-0.255,0.796,-6.47,3.601,8.606,0
0.663,-0.227,0.78,-3.418,0.549,12.207,0
0.652,-0.237,0.765,-2.258,-2.014,15.808,0
0.662,-0.246,0.755,-0.488,-3.906,16.602,0
0.659,-0.227,0.734,2.991,-4.15,15.076,0
0.65,-0.201,0.712,4.7,-2.319,12.756,0
0.623,-0.21,0.707,3.357,0.488,9.521,0
0.605,-0.191,0.699,2.136,2.38,6.348,0
0.598,-0.203,0.688,0.61,5.066,5.188,0
0.585,-0.222,0.688,-1.282,9.399,5.005,0
0.577,-0.206,0.674,-1.648,12.573,3.906,0
0.549,-0.171,0.677,-1.831,16.968,6.836,0
0.521,-0.174,0.663,-3.235,13.977,6.226,0
0.516,-0.095,0.641,0,16.541,10.742,0
0.484,-0.156,0.658,-4.639,20.447,14.771,0
0.489,-0.14,0.653,-6.226,15.32,13.55,0
0.515,-0.114,0.635,-3.418,12.939,16.174,0
0.529,-0.109,0.628,-3.845,16.113,19.47,0
0.537,-0.152,0.621,-5.432,19.836,20.508,0
0.559,-0.129,0.6,-4.395,26.123,21.973,0
0.575,-0.13,0.584,-4.883,36.377,25.391,0
0.576,-0.153,0.579,-8.423,46.265,27.466,0
0.567,-0.127,0.586,-10.498,59.57,32.349,0
0.547,-0.094,0.593,-14.038,74.463,40.1,0
0.513,-0.1,0.595,-18.494,84.961,45.166,0
0.49,-0.102,0.592,-20.508,87.646,46.448,0
0.49,-0.08,0.592,-19.897,85.632,47.852,0
1.716,0.557,0.253,42.664,-87.83,-81.787,0
1.721,0.547,0.269,58.228,-93.018,-95.581,0
1.674,0.563,0.268,71.96,-100.647,-112.549,0
1.609,0.583,0.289,79.712,-107.605,-130.188,0
1.585,0.576,0.331,80.933,-114.929,-147.766,0
1.583,0.558,0.387,79.956,-121.46,-164.307,0
1.549,0.537,0.42,81.055,-123.84,-180.298,0
1.531,0.505,0.443,82.947,-120.789,-195.129,0
1.459,0.462,0.49,84.778,-111.084,-208.74,0
1.34,0.436,0.479,87.463,-97.961,-221.069,0
1.218,0.405,0.451,90.515,-86.67,-232.544,0
1.117,0.37,0.423,92.896,-78.247,-243.286,0
1.016,0.32,0.39,95.093,-70.984,-251.892,0
0.931,0.286,0.35,95.886,-62.805,-259.216,0
0.872,0.258,0.295,96.436,-52.063,-264.954,0
0.806,0.219,0.264,94.36,-38.33,-268.677,0
0.693,0.177,0.284,87.524,-22.888,-271.179,0
0.599,0.131,0.318,80.2,-8.179,-273.56,0
0.539,0.12,0.338,73.181,4.883,-273.56,0
0.483,0.088,0.354,67.749,16.052,-271.301,0
0.449,0.055,0.362,65.735,23.804,-269.592,0
0.411,0.012,0.369,66.101,32.593,-267.883,0
0.377,-0.025,0.4,68.97,43.274,-263.916,0
0.345,-0.045,0.414,73.303,54.016,-258.301,0
0.28,-0.041,0.404,77.576,61.707,-249.023,0
0.233,-0.062,0.381,78.43,64.819,-239.685,0
0.178,-0.063,0.346,79.407,65.063,-231.14,0
0.108,-0.1,0.325,79.59,63.171,-222.046,0
0.052,-0.167,0.299,81.238,56.824,-212.341,0
0.029,-0.21,0.255,91.187,45.166,-201.05,0
0.01,-0.235,0.181,105.042,31.067,-190.43,0
-0.018,-0.259,0.084,117.554,18.982,-180.542,0
-0.058,-0.278,-0.01,127.197,8.301,-169.556,0
-0.1,-0.309,-0.06,133.118,-1.343,-154.785,0
-0.148,-0.338,-0.095,135.925,-12.451,-135.986,0
-0.039,-0.397,-0.161,135.864,-26.611,-114.197,0
-0.063,-0.314,-0.306,130.798,-32.593,-95.276,0
0.016,-0.344,-0.425,115.54,-30.823,-71.777,0
0.124,-0.45,-0.49,92.957,-24.536,-54.138,0
0.198,-0.521,-0.605,70.313,-8.24,-38.452,0
-0.006,-0.44,-0.959,45.532,13.428,-21.179,0
0.018,-0.554,-0.978,14.709,20.447,-11.047,0
0.218,-0.711,-0.794,-8.789,38.452,0.793,0
0.154,-0.832,-0.681,-17.09,60.181,2.258,0
0.154,-0.851,-0.702,-13.977,60.242,-1.465,0
0.193,-0.816,-0.715,-13.611,49.561,-1.77,0
0.214,-0.845,-0.699,-23.865,40.161,-0.244,0
0.194,-0.835,-0.709,-41.26,33.02,4.456,0
0.226,-0.87,-0.737,-58.838,23.743,15.198,0
0.23,-0.827,-0.762,-76.172,13.184,19.592,0
0.212,-0.814,-0.748,-97.9,2.502,21.118,0
0.207,-0.813,-0.698,-122.62,-10.376,21.729,0
0.193,-0.827,-0.622,-145.874,-24.597,20.203,0
0.153,-0.801,-0.538,-163.513,-37.231,16.602,0
0.14,-0.755,-0.47,-174.805,-48.95,16.968,0
0.135,-0.69,-0.403,-182.556,-58.655,19.47,0
0.158,-0.648,-0.303,-189.697,-64.697,22.827,0
0.177,-0.624,-0.194,-196.35,-64.575,27.71,0
0.194,-0.577,-0.124,-199.585,-60.242,33.875,0
0.212,-0.519,-0.065,-200.806,-52.673,40.71,0
0.187,-0.476,0.002,-203.247,-42.419,49.072,0
0.153,-0.431,0.068,-205.627,-35.217,59.57,0
0.117,-0.371,0.143,-206.177,-37.537,71.228,0
0.136,-0.331,0.199,-205.566,-50.232,82.703,0
0.179,-0.27,0.248,-204.285,-67.749,90.637,0
0.215,-0.177,0.36,-203.552,-82.52,94.91,0
0.31,-0.136,0.481,-203.552,-92.468,99.915,0
0.416,-0.115,0.57,-201.172,-101.135,102.478,0
0.616,-0.003,0.677,-191.65,-102.722,103.943,0
0.639,0.061,0.786,-183.655,-92.285,101.074,0
0.682,0.123,0.912,-178.284,-78.43,95.215,0
0.722,0.209,1.041,-171.631,-71.289,88.928,0
0.78,0.287,1.202,-167.358,-72.693,82.214,0
0.883,0.312,1.376,-165.649,-77.393,76.355,0
1.004,0.336,1.517,-161.56,-79.102,71.594,0
1.088,0.349,1.65,-152.283,-74.768,65.43,0
1.159,0.306,1.733,-138.184,-62.927,58.228,0
1.175,0.283,1.74,-118.225,-48.157,46.875,0
1.138,0.268,1.722,-95.764,-31.555,32.654,0
1.091,0.194,1.679,-74.341,-19.348,13.794,0
1.046,0.271,1.594,-53.162,-1.831,1.648,0
0.75,0.225,1.517,-46.753,12.939,-4.822,0
0.813,-0.138,1.526,-36.987,8.362,-15.442,0
0.77,0.142,1.309,-13.367,-3.601,-23.743,0
0.779,-0.076,1.183,-13.306,10.193,-6.348,0
0.592,-0.253,1.129,-20.264,13.916,-11.292,0
0.594,-0.233,1.037,-7.019,-6.042,-12.512,0
0.635,-0.179,0.909,1.892,-10.01,-7.202,0
0.597,-0.335,0.848,-1.038,-2.136,1.648,0
0.532,-0.368,0.785,1.404,-0.854,0.244,0
0.521,-0.324,0.741,10.803,-0.366,-0.671,0
0.54,-0.338,0.71,14.16,-2.808,-2.258,0
0.542,-0.312,0.676,16.663,-2.197,-2.075,0
0.537,-0.31,0.653,15.869,0.366,-0.549,0
0.542,-0.266,0.631,13,-0.183,1.465,0
0.564,-0.253,0.62,7.263,2.808,5.92,0
0.54,-0.288,0.626,-0.061,5.981,6.714,0
0.534,-0.279,0.625,-2.319,4.7,4.761,0
0.532,-0.248,0.626,-4.028,0.977,4.272,0
0.541,-0.261,0.647,-7.996,-1.587,6.409,0
0.56,-0.287,0.667,-11.23,-3.662,9.399,0
0.566,-0.261,0.677,-9.644,-4.395,9.949,0
0.569,-0.25,0.676,-6.348,-3.967,11.23,0
0.567,-0.229,0.683,-4.7,-5.188,9.094,0
0.597,-0.191,0.681,-3.052,-5.31,9.094,0
0.583,-0.168,0.688,-4.883,-3.235,7.202,0
0.571,-0.148,0.701,-8.85,-3.418,4.822,0
0.582,-0.137,0.718,-13.855,-3.967,3.235,0
0.59,-0.148,0.743,-19.531,-3.845,2.502,0
0.59,-0.162,0.764,-22.888,-1.16,1.77,0
0.584,-0.165,0.775,-22.888,2.991,0.732,0
0.579,-0.17,0.785,-20.752,6.165,-0.61,0
0.568,-0.172,0.787,-17.639,6.714,-1.831,0
0.56,-0.167,0.785,-13.55,5.31,-3.235,0
0.545,-0.152,0.773,-10.193,2.747,-3.906,0
0.543,-0.142,0.763,-8.972,0.122,-3.845,0
0.54,-0.151,0.757,-9.827,-2.869,-3.235,0
0.542,-0.157,0.755,-11.108,-4.883,-2.747,0
0.534,-0.185,0.739,-12.817,-5.981,-2.136,0
1.336,1.028,-0.264,-28.015,12.695,33.325,0
1.312,1.043,-0.276,-42.542,15.625,17.029,0
1.293,1.026,-0.304,-55.969,8.545,0.977,0
1.283,1,-0.334,-66.65,-7.507,-13.672,0
1.332,0.938,-0.289,-73.669,-33.081,-30.823,0
1.359,0.937,-0.248,-73.608,-58.594,-49.561,0
1.379,0.919,-0.207,-70.313,-83.984,-72.266,0
1.454,0.904,-0.174,-67.505,-112.305,-94.666,0
1.5,0.93,-0.141,-62.866,-135.071,-115.662,0
1.499,0.924,-0.114,-60.425,-150.818,-136.719,0
1.466,0.882,-0.083,-59.937,-162.903,-158.325,0
1.463,0.819,-0.016,-60.73,-169.8,-177.856,0
1.49,0.754,0.059,-58.411,-167.847,-195.374,0
1.466,0.717,0.125,-51.575,-153.381,-211.243,0
1.439,0.727,0.218,-39.978,-131.348,-225.159,0
1.422,0.745,0.295,-26.123,-108.887,-238.647,0
1.399,0.758,0.335,-14.343,-88.257,-252.197,0
1.345,0.773,0.382,-6.775,-71.716,-265.869,0
1.255,0.771,0.391,-3.601,-61.523,-279.968,0
1.157,0.729,0.407,-3.845,-58.35,-292.603,0
1.09,0.675,0.413,-4.395,-59.082,-304.199,0
1.017,0.606,0.403,-3.418,-59.631,-313.66,0
0.946,0.542,0.429,0.671,-56.152,-320.068,0
