aX,aY,aZ,gX,gY,gZ,ts
1.893,0.779,0.155,62.622,-145.569,-110.229,0
1.872,0.7,0.236,48.828,-139.954,-131.775,0
1.834,0.647,0.301,41.992,-134.46,-150.269,0
1.794,0.608,0.355,39.49,-128.479,-166.016,0
1.756,0.58,0.381,39.429,-120.422,-180.176,0
1.695,0.543,0.417,38.94,-110.168,-196.045,0
1.67,0.543,0.394,37.354,-96.558,-213.806,0
1.586,0.516,0.366,31.982,-82.886,-234.375,0
1.462,0.476,0.384,21.423,-70.19,-252.502,0
1.35,0.42,0.426,12.451,-54.993,-263.55,0
1.242,0.377,0.471,7.996,-38.879,-269.897,0
1.122,0.342,0.493,10.498,-24.231,-273.071,0
0.998,0.302,0.479,16.357,-14.282,-276.123,0
0.919,0.267,0.449,25.391,-7.874,-277.527,0
0.873,0.27,0.427,35.095,0.977,-276.794,0
0.789,0.248,0.413,41.626,13.306,-275.146,0
0.677,0.258,0.385,44.8,26.733,-274.109,0
0.612,0.227,0.354,45.715,37.72,-270.508,0
0.528,0.202,0.334,46.082,44.128,-270.325,0
0.416,0.124,0.322,47.18,47.241,-271.606,0
0.361,0.08,0.325,50.842,46.082,-270.63,0
0.329,0.028,0.294,56.458,40.039,-266.907,0
0.3,-0.03,0.257,61.035,32.104,-268.494,0
0.298,-0.022,0.22,67.017,29.419,-266.846,0
0.245,-0.042,0.202,69.397,31.311,-257.69,0
0.167,-0.098,0.179,67.81,30.823,-246.521,0
0.154,-0.157,0.16,67.932,24.109,-236.084,0
0.159,-0.197,0.128,70.068,16.418,-225.464,0
0.143,-0.235,0.08,73.181,11.719,-213.44,0
0.121,-0.29,0.031,75.989,8.789,-201.965,0
0.121,-0.339,0.016,79.895,4.7,-191.101,0
0.124,-0.344,-0.017,85.938,1.221,-180.176,0
0.125,-0.352,-0.069,88.928,-0.671,-169.189,0
0.112,-0.348,-0.119,88.013,-1.16,-156.86,0
0.069,-0.372,-0.149,82.703,-0.122,-142.456,0
0.015,-0.456,-0.169,75.562,-0.793,-128.54,0
0.039,-0.531,-0.198,72.205,-6.592,-118.042,0
0.113,-0.544,-0.268,74.524,-15.442,-109.375,0
0.032,-0.475,-0.333,75.989,-15.869,-98.755,0
0.052,-0.563,-0.357,69.519,-18.494,-80.078,0
0.065,-0.609,-0.384,64.697,-24.231,-66.528,0
0.102,-0.621,-0.457,61.157,-30.212,-56.763,0
0.106,-0.587,-0.593,50.537,-31.982,-49.255,0
0.062,-0.621,-0.736,28.137,-35.217,-36.987,0
0.034,-0.626,-0.718,5.371,-39.49,-28.015,0
0.095,-0.675,-0.66,-15.32,-41.077,-23.01,0
0.178,-0.77,-0.635,-33.264,-43.579,-16.357,0
0.192,-0.762,-0.638,-45.654,-46.936,-18.25,0
0.189,-0.743,-0.629,-58.044,-49.988,-12.634,0
0.232,-0.746,-0.598,-73.73,-51.208,-0.671,0
0.268,-0.764,-0.56,-90.393,-45.288,8.728,0
0.256,-0.763,-0.504,-105.225,-34.851,15.076,0
0.259,-0.774,-0.44,-118.225,-25.696,18.677,0
0.23,-0.76,-0.382,-130.554,-22.766,16.724,0
0.206,-0.738,-0.32,-141.235,-27.954,17.151,0
0.19,-0.705,-0.261,-151.001,-38.391,20.02,0
0.183,-0.671,-0.199,-160.034,-52.917,24.353,0
0.191,-0.65,-0.128,-168.823,-68.115,28.748,0
0.201,-0.619,-0.046,-175.903,-81.787,31.128,0
0.234,-0.614,0.036,-181.274,-92.651,31.982,0
0.268,-0.611,0.108,-183.35,-96.375,33.264,0
0.329,-0.579,0.14,-181.519,-91.98,35.095,0
0.349,-0.527,0.162,-178.711,-80.505,39.185,0
0.362,-0.479,0.193,-178.589,-68.054,42.297,0
0.338,-0.418,0.226,-182.068,-58.167,42.908,0
0.311,-0.312,0.293,-188.293,-53.467,44.25,0
0.286,-0.314,0.403,-199.951,-54.749,44.495,0
0.288,-0.384,0.537,-209.656,-59.021,44.617,0
0.338,-0.438,0.636,-206.055,-65.125,48.218,0
0.406,-0.406,0.724,-190.552,-70.984,52.734,0
0.478,-0.356,0.824,-171.814,-74.646,58.411,0
0.552,-0.297,0.925,-154.724,-74.646,63.904,0
0.612,-0.208,1.024,-141.357,-67.627,67.749,0
0.66,-0.129,1.096,-130.676,-59.448,68.604,0
0.708,-0.088,1.163,-122.803,-55.847,65.735,0
0.748,-0.019,1.226,-116.333,-52.979,59.326,0
0.744,0.016,1.289,-112.915,-48.828,49.622,0
0.75,-0.029,1.351,-112.793,-47.302,39.917,0
0.784,-0.069,1.388,-109.863,-46.265,31.311,0
0.789,-0.108,1.411,-102.783,-40.71,24.048,0
0.806,-0.167,1.413,-91.492,-31.738,19.348,0
0.798,-0.163,1.387,-75.012,-20.081,16.602,0
0.826,-0.201,1.337,-57.617,-8.118,13.489,0
0.804,-0.087,1.29,-41.748,9.155,9.46,0
0.764,-0.14,1.247,-38.452,26.123,9.155,0
0.728,-0.242,1.23,-34.851,32.349,3.906,0
0.619,-0.115,1.134,-25.513,18.555,-9.521,0
0.741,-0.091,1.064,-18.372,26.733,-3.052,0
0.544,-0.287,1.015,-33.325,26.428,-5.615,0
0.566,-0.315,1.041,-24.658,19.226,-12.146,0
0.579,-0.286,0.993,-15.442,-1.221,-14.099,0
0.624,-0.258,0.921,-13.489,0.916,-7.385,0
0.596,-0.357,0.897,-15.625,13.977,2.136,0
0.551,-0.367,0.883,-8.24,14.526,1.709,0
0.542,-0.311,0.85,4.028,13.977,-4.272,0
0.523,-0.281,0.802,10.193,13.184,-6.287,0
0.529,-0.272,0.772,11.597,15.564,-7.996,0
0.498,-0.28,0.763,8.118,13.794,-11.841,0
0.486,-0.259,0.756,5.432,8.728,-12.268,0
0.523,-0.313,0.748,1.038,5.493,-7.69,0
0.495,-0.307,0.743,-0.61,3.662,-5.615,0
0.506,-0.3,0.738,0.305,3.723,-2.502,0
0.505,-0.312,0.737,-0.366,4.395,-0.122,0
0.502,-0.304,0.729,0.854,5.493,1.77,0
0.5,-0.308,0.728,2.563,7.568,2.258,0
0.483,-0.281,0.718,5.371,8.972,1.038,0
0.491,-0.26,0.71,6.348,9.399,0.427,0
0.493,-0.255,0.716,4.028,10.193,0.427,0
0.485,-0.249,0.721,0.305,11.23,-0.061,0
0.47,-0.25,0.733,-3.479,9.399,-0.366,0
0.479,-0.275,0.735,-7.019,5.615,-0.122,0
0.493,-0.29,0.745,-7.935,2.014,0.732,0
0.501,-0.294,0.748,-6.531,0.244,1.892,0
0.513,-0.293,0.748,-4.333,0.549,2.869,0
0.51,-0.281,0.74,-1.892,1.892,3.357,0
0.507,-0.262,0.739,-0.183,3.418,3.296,0
1.661,0.919,-0.204,30.273,-105.225,-23.376,0
1.732,0.938,-0.183,25.269,-124.573,-42.847,0
1.818,0.909,-0.136,16.663,-142.7,-61.462,0
1.871,0.847,-0.074,8.057,-157.288,-78.735,0
1.891,0.769,0.004,3.845,-167.542,-95.154,0
1.946,0.714,0.046,7.996,-176.025,-111.633,0
1.969,0.709,0.092,19.47,-185.12,-130.371,0
2.003,0.724,0.129,30.579,-190.674,-152.405,0
1.959,0.726,0.199,36.743,-189.148,-176.392,0
1.879,0.672,0.285,37.292,-182.129,-198.669,0
1.823,0.609,0.375,37.598,-173.401,-216.675,0
1.8,0.551,0.412,42.725,-163.33,-229.004,0
1.697,0.51,0.401,50.842,-151.001,-238.77,0
1.576,0.501,0.397,58.716,-137.207,-247.986,0
1.47,0.49,0.399,65.063,-117.126,-257.141,0
1.319,0.491,0.412,69.946,-90.149,-266.357,0
1.144,0.493,0.412,75.623,-62.378,-274.841,0
0.985,0.478,0.42,81.299,-39.124,-280.884,0
0.865,0.435,0.429,87.341,-21.545,-284.607,0
0.773,0.429,0.437,95.154,-7.202,-284.912,0
0.649,0.408,0.432,101.99,3.967,-284.607,0
0.54,0.384,0.432,105.652,11.23,-286.682,0
0.441,0.322,0.403,109.619,14.16,-288.879,0
0.343,0.284,0.364,113.892,14.893,-291.87,0
0.271,0.255,0.345,117.981,12.512,-292.358,0
0.179,0.187,0.331,120.361,12.207,-289.368,0
0.12,0.129,0.294,123.474,12.634,-284.851,0
0.048,0.091,0.238,126.77,14.465,-278.564,0
-0.053,0.057,0.204,128.174,18.799,-266.602,0
-0.03,-0.126,0.21,129.272,18.005,-247.192,0
-0.054,-0.152,0.148,136.414,12.39,-242.065,0
-0.122,-0.178,0.094,147.583,23.621,-227.661,0
-0.12,-0.233,0.006,150.696,28.931,-221.375,0
-0.156,-0.138,-0.075,154.48,35.034,-203.857,0
-0.173,-0.221,-0.139,144.592,42.48,-176.147,0
-0.204,-0.301,-0.194,133.728,44.739,-153.809,0
-0.204,-0.4,-0.278,127.869,39.307,-139.526,0
-0.147,-0.367,-0.368,126.038,29.297,-129.883,0
-0.184,-0.373,-0.458,115.662,18.25,-117.126,0
-0.156,-0.427,-0.525,95.52,3.662,-106.445,0
-0.096,-0.514,-0.562,74.951,-12.512,-97.717,0
-0.005,-0.493,-0.63,57.068,-25.879,-90.942,0
-0.111,-0.513,-0.735,34.851,-31.677,-76.843,0
-0.092,-0.618,-0.703,5.127,-31.311,-57.434,0
-0.054,-0.741,-0.618,-12.695,-18.25,-37.048,0
-0.006,-0.762,-0.554,-14.954,-9.705,-26.917,0
0.074,-0.755,-0.521,-8.789,-13.672,-19.958,0
0.158,-0.727,-0.506,-9.399,-15.747,-12.939,0
0.218,-0.704,-0.54,-20.63,-12.39,-2.319,0
0.226,-0.727,-0.541,-40.71,-7.629,8.972,0
0.284,-0.777,-0.505,-61.157,-5.554,23.621,0
0.341,-0.795,-0.468,-77.454,-0.977,31.433,0
0.342,-0.776,-0.421,-90.576,4.15,30.701,0
0.337,-0.788,-0.362,-101.196,5.188,33.386,0
0.316,-0.789,-0.311,-109.07,1.526,35.034,0
0.295,-0.805,-0.261,-113.464,-7.507,38.818,0
0.279,-0.805,-0.223,-115.723,-22.888,39.551,0
0.278,-0.774,-0.194,-118.042,-42.053,36.011,0
0.278,-0.726,-0.167,-121.216,-62.988,34.058,0
0.273,-0.665,-0.132,-127.319,-82.397,34.058,0
0.269,-0.628,-0.096,-137.207,-99.731,36.682,0
0.273,-0.64,-0.036,-148.01,-116.089,38.208,0
0.297,-0.634,0.012,-156.555,-131.348,29.968,0
0.32,-0.539,0.019,-163.391,-135.62,19.958,0
0.319,-0.551,0.037,-174.5,-131.714,15.808,0
0.344,-0.517,0.072,-185.547,-125.122,6.775,0
0.329,-0.487,0.135,-194.397,-111.45,2.136,0
0.27,-0.485,0.197,-201.599,-91.858,0.732,0
0.272,-0.47,0.271,-204.102,-77.271,6.409,0
0.251,-0.451,0.309,-201.843,-66.04,16.357,0
0.25,-0.422,0.345,-196.838,-55.481,27.71,0
0.264,-0.378,0.376,-190.674,-47.241,38.94,0
0.261,-0.353,0.405,-185.425,-40.588,49.255,0
0.255,-0.292,0.473,-179.199,-37.476,58.777,0
0.243,-0.193,0.594,-173.523,-39.795,66.895,0
0.305,-0.183,0.742,-169.617,-50.049,74.707,0
0.411,-0.056,0.863,-162.781,-66.04,80.872,0
0.582,-0.103,0.976,-156.189,-78.247,87.524,0
0.649,0.059,1.041,-143.616,-84.351,76.965,0
0.775,0.227,1.198,-134.46,-79.041,78.552,0
0.869,0.124,1.339,-137.146,-74.28,79.346,0
0.989,0.203,1.449,-127.014,-64.026,61.34,0
1.005,0.245,1.508,-116.333,-52.856,52.063,0
1.003,0.187,1.577,-106.812,-30.334,42.969,0
0.974,0.186,1.618,-92.407,-16.724,25.818,0
0.933,0.157,1.613,-78.735,-10.01,12.939,0
0.882,0.124,1.556,-68.665,-6.836,9.827,0
0.821,0.099,1.505,-61.401,-2.197,10.01,0
0.761,-0.001,1.452,-57.922,2.258,9.888,0
0.737,-0.092,1.399,-50.476,4.639,9.399,0
0.682,-0.155,1.302,-37.354,6.409,5.249,0
0.653,-0.132,1.24,-23.865,12.817,3.784,0
0.603,-0.216,1.152,-16.785,13.733,7.08,0
0.547,-0.221,1.101,-7.08,10.559,2.625,0
0.547,-0.152,1.007,1.892,0.671,2.38,0
0.564,-0.209,0.942,2.747,1.221,6.226,0
0.551,-0.205,0.895,1.221,4.211,5.493,0
0.517,-0.234,0.866,-1.465,5.737,5.249,0
0.541,-0.31,0.856,-1.892,7.324,4.578,0
0.54,-0.293,0.829,3.235,8.85,-1.526,0
0.546,-0.247,0.798,9.583,10.376,-4.028,0
0.506,-0.196,0.766,11.353,16.052,-1.709,0
0.588,-0.227,0.748,7.996,24.658,5.005,0
0.504,-0.256,0.743,5.249,26.733,2.686,0
0.503,-0.211,0.738,9.644,22.156,0.854,0
0.496,-0.194,0.721,10.742,19.043,-1.465,0
0.479,-0.176,0.719,9.399,12.695,-1.282,0
0.501,-0.179,0.719,4.822,6.897,0.488,0
0.503,-0.209,0.725,-1.221,1.526,2.625,0
0.532,-0.262,0.735,-3.601,-0.854,2.991,0
0.545,-0.262,0.731,0.854,1.16,1.343,0
0.553,-0.231,0.725,5.798,5.127,-1.16,0
0.545,-0.194,0.714,6.775,9.644,-1.587,0
0.528,-0.192,0.714,3.784,13.672,-0.244,0
0.503,-0.176,0.718,0.427,15.991,-0.427,0
0.492,-0.172,0.726,-2.625,14.832,0.244,0
0.485,-0.184,0.74,-5.249,11.108,1.526,0
0.515,-0.194,0.752,-5.432,5.92,3.052,0
0.526,-0.209,0.752,-4.272,0.732,4.333,0
1.545,0.782,-0.372,13.428,-109.985,52.429,0
1.626,0.802,-0.373,9.644,-124.695,59.204,0
1.647,0.815,-0.388,3.296,-140.137,59.631,0
1.622,0.863,-0.393,0.854,-154.968,54.016,0
1.625,0.839,-0.407,-3.784,-171.143,40.527,0
1.519,0.809,-0.362,-15.503,-190.002,25.33,0
1.524,0.799,-0.235,-15.686,-208.618,5.981,0
1.592,0.692,-0.1,-14.16,-229.614,-20.813,0
1.636,0.651,0.023,-6.836,-251.16,-39.612,0
1.683,0.619,0.104,7.385,-265.32,-53.833,0
1.673,0.58,0.179,21.118,-274.231,-69.153,0
1.65,0.603,0.233,37.415,-278.015,-86.121,0
1.67,0.644,0.27,53.101,-275.208,-104.736,0
1.708,0.688,0.325,65.002,-261.597,-125.305,0
1.772,0.731,0.408,73.853,-231.628,-147.583,0
1.788,0.764,0.501,80.017,-182.983,-172.546,0
1.646,0.788,0.553,84.412,-122.192,-201.721,0
1.462,0.799,0.607,87.097,-63.721,-233.276,0
1.248,0.828,0.612,87.769,-14.771,-264.832,0
0.993,0.802,0.612,84.534,17.273,-293.091,0
0.793,0.74,0.584,78.369,33.691,-314.941,0
0.66,0.682,0.556,73.914,36.865,-328.674,0
0.572,0.613,0.554,70.435,32.104,-336.243,0
0.533,0.535,0.572,69.275,27.466,-336.426,0
0.506,0.455,0.583,72.205,25.574,-334.9,0
0.504,0.388,0.586,80.994,24.353,-330.994,0
0.441,0.365,0.559,94.788,25.94,-325.317,0
0.35,0.269,0.516,107.788,26.001,-318.42,0
0.259,0.26,0.447,121.582,21.484,-311.401,0
0.174,0.212,0.38,130.432,13.489,-299.927,0
0.136,0.152,0.312,133.362,3.052,-290.71,0
0.104,0.102,0.264,135.071,-7.69,-281.128,0
0.109,-0.046,0.226,133.362,-17.883,-278.809,0
0.188,-0.054,0.163,136.353,-22.156,-281.616,0
0.184,0.036,0.135,138.672,-7.874,-257.324,0
0.124,-0.147,0.123,122.253,8.606,-239.319,0
0.12,-0.228,0.082,115.112,20.935,-229.248,0
0.052,-0.235,0.033,114.441,28.503,-215.698,0
0.029,-0.317,0.026,111.084,37.292,-201.599,0
-0.025,-0.323,-0.02,105.713,37.537,-189.514,0
-0.076,-0.37,-0.075,99.121,32.898,-169.434,0
-0.063,-0.494,-0.122,89.539,21.362,-153.015,0
-0.069,-0.496,-0.186,84.045,8.545,-143.372,0
-0.079,-0.535,-0.23,78.003,-0.122,-131.104,0
-0.058,-0.605,-0.25,71.655,-8.301,-122.192,0
-0.082,-0.619,-0.269,69.824,-17.578,-114.258,0
0.012,-0.646,-0.289,67.993,-25.33,-100.098,0
0.044,-0.667,-0.287,63.477,-29.48,-86.609,0
0.052,-0.694,-0.281,56.58,-28.87,-72.998,0
0.131,-0.766,-0.292,51.575,-27.832,-57.434,0
0.132,-0.744,-0.301,47.729,-24.353,-50.659,0
0.176,-0.758,-0.301,43.64,-19.714,-39.734,0
0.214,-0.78,-0.314,36.56,-15.869,-31.433,0
0.157,-0.733,-0.372,28.381,-11.353,-25.085,0
0.24,-0.785,-0.393,17.273,-9.46,-9.277,0
0.224,-0.855,-0.405,3.906,-5.249,-5.798,0
0.19,-0.843,-0.418,-3.113,-3.418,-2.197,0
0.245,-0.88,-0.434,-7.935,-8.057,10.437,0
0.262,-0.883,-0.488,-14.16,-9.155,16.479,0
0.251,-0.893,-0.535,-23.499,-9.033,14.16,0
0.197,-0.878,-0.562,-33.936,-10.071,12.817,0
0.16,-0.876,-0.583,-47.241,-15.686,13.489,0
0.117,-0.85,-0.582,-62.927,-22.766,12.695,0
0.041,-0.827,-0.554,-81.238,-31.677,12.939,0
-0.024,-0.817,-0.513,-99.731,-45.532,17.517,0
-0.047,-0.81,-0.442,-115.601,-66.895,25.757,0
-0.023,-0.818,-0.367,-126.892,-90.332,35.339,0
0.023,-0.781,-0.279,-133.606,-107.91,44.434,0
0.095,-0.732,-0.227,-137.939,-114.99,52.979,0
0.15,-0.694,-0.188,-142.029,-114.868,62.744,0
0.212,-0.638,-0.165,-145.996,-110.718,69.092,0
0.202,-0.556,-0.145,-150.513,-100.952,75.928,0
0.176,-0.522,-0.127,-159.485,-91.187,80.261,0
0.133,-0.455,-0.115,-168.762,-85.693,81.848,0
0.078,-0.39,-0.081,-178.406,-85.815,81.604,0
0.054,-0.346,-0.002,-189.27,-92.102,81.238,0
0.084,-0.372,0.119,-198.853,-99.365,80.994,0
0.14,-0.397,0.208,-200.073,-99.976,84.167,0
0.163,-0.336,0.272,-189.941,-95.398,90.515,0
0.194,-0.253,0.355,-177.246,-91.614,99.792,0
0.265,-0.151,0.452,-166.016,-92.468,110.352,0
0.306,-0.031,0.55,-160.339,-95.093,117.188,0
0.403,0.099,0.673,-160.156,-99.792,119.08,0
0.547,0.194,0.808,-164.062,-107.361,116.333,0
0.707,0.292,0.98,-169.922,-110.657,110.107,0
0.831,0.357,1.169,-175.964,-104.797,100.281,0
0.918,0.319,1.347,-181.641,-94.055,87.28,0
0.954,0.282,1.521,-178.589,-79.041,71.411,0
0.975,0.232,1.643,-165.649,-61.768,55.786,0
0.97,0.142,1.67,-146.179,-45.837,41.809,0
0.916,0.14,1.667,-121.887,-32.471,30.945,0
0.831,0.182,1.656,-97.778,-22.095,24.475,0
0.781,0.137,1.618,-81.543,-19.165,22.034,0
0.746,0.084,1.562,-70.251,-20.691,21.606,0
0.707,0.046,1.502,-59.753,-23.315,21.057,0
0.674,-0.017,1.43,-51.453,-27.71,19.775,0
0.715,-0.109,1.347,-44.067,-31.372,17.883,0
0.722,-0.093,1.263,-38.33,-31.311,15.137,0
0.724,-0.194,1.184,-34.058,-30.396,6.104,0
0.758,-0.022,1.152,-24.719,-10.559,3.967,0
0.598,-0.112,1.1,-37.598,10.071,11.23,0
0.613,-0.218,1.126,-39.734,26.855,5.432,0
0.586,-0.175,1.092,-29.297,22.949,-0.305,0
0.527,-0.094,1.035,-26.55,29.48,-6.531,0
0.516,-0.152,1.036,-26.733,34.973,-0.122,0
0.482,-0.153,1.002,-28.564,23.315,1.099,0
0.524,-0.228,0.977,-21.545,10.193,6.104,0
0.54,-0.211,0.948,-10.864,1.648,1.892,0
0.576,-0.213,0.925,0.916,5.066,1.343,0
0.572,-0.282,0.917,10.193,3.296,-3.54,0
0.529,-0.104,0.865,21.423,-3.845,-10.62,0
0.584,-0.122,0.821,20.081,2.869,-1.587,0
0.567,-0.129,0.778,10.315,15.32,2.319,0
0.546,-0.107,0.771,2.563,25.757,5.493,0
0.499,-0.16,0.783,-6.836,25.513,4.517,0
0.49,-0.171,0.773,-8.606,21.362,1.038,0
0.481,-0.19,0.766,-6.775,19.409,-1.526,0
0.46,-0.218,0.769,-3.784,14.465,-6.409,0
0.48,-0.16,0.76,2.136,7.874,-9.705,0
1.399,0.799,-0.368,34.729,-62.439,-9.583,0
1.431,0.791,-0.362,27.039,-89.172,-9.827,0
1.453,0.818,-0.332,21.179,-112.549,-9.949,0
1.571,0.812,-0.255,19.531,-136.23,-21.545,0
1.659,0.788,-0.199,17.273,-154.114,-44.495,0
1.696,0.852,-0.068,17.578,-165.527,-66.101,0
1.756,0.852,-0.002,22.339,-172.913,-91.248,0
1.802,0.765,0.038,17.761,-181.641,-116.516,0
1.79,0.719,0.112,13.672,-191.956,-134.583,0
1.791,0.676,0.133,12.085,-199.829,-151.306,0
1.782,0.674,0.17,12.573,-200.439,-172.913,0
1.759,0.671,0.243,11.23,-190.369,-195.557,0
1.727,0.652,0.359,10.986,-168.945,-217.224,0
1.674,0.623,0.468,14.771,-138.367,-235.718,0
1.596,0.619,0.544,24.17,-102.966,-250.854,0
1.417,0.625,0.589,35.461,-67.993,-264.587,0
1.23,0.613,0.625,44.189,-41.809,-277.588,0
1.07,0.59,0.619,51.208,-27.588,-289.673,0
0.95,0.564,0.588,55.664,-19.897,-301.331,0
0.784,0.523,0.545,58.655,-13.916,-312.195,0
0.651,0.444,0.514,59.387,-9.46,-320.801,0
0.554,0.387,0.475,60.547,-4.211,-327.393,0
0.441,0.347,0.469,63.965,3.174,-329.407,0
0.355,0.321,0.468,70.984,6.897,-327.454,0
0.293,0.259,0.469,80.322,10.681,-322.083,0
0.199,0.223,0.459,91.003,15.076,-314.392,0
0.123,0.165,0.434,101.318,13.062,-303.833,0
0.116,0.1,0.401,111.45,6.531,-291.138,0
0.129,-0.091,0.364,122.131,-3.845,-286.987,0
0.128,-0.001,0.284,139.282,-12.39,-290.1,0
0.058,0.007,0.244,151.245,-12.817,-270.935,0
-0.014,-0.08,0.199,150.208,-11.536,-251.953,0
-0.01,-0.13,0.14,151.245,-11.658,-233.093,0
-0.02,-0.16,0.074,152.527,-11.841,-213.379,0
-0.039,-0.221,-0.005,151.611,-9.277,-194.275,0
-0.039,-0.302,-0.083,149.292,-6.47,-177.002,0
-0.034,-0.339,-0.158,146.179,-3.479,-161.133,0
-0.038,-0.378,-0.234,142.517,-1.404,-146.545,0
-0.077,-0.396,-0.314,135.803,-1.343,-132.996,0
-0.132,-0.444,-0.39,125.854,-2.808,-118.713,0
-0.026,-0.571,-0.448,114.197,-7.202,-105.774,0
-0.044,-0.515,-0.559,103.333,-8.85,-99.976,0
-0.059,-0.551,-0.647,85.876,-5.798,-87.219,0
-0.042,-0.612,-0.737,62.012,-6.348,-71.289,0
0.003,-0.657,-0.792,39.429,-3.418,-57.434,0
-0.089,-0.715,-0.902,15.564,-0.305,-45.105,0
-0.045,-0.761,-0.861,-7.08,5.493,-33.02,0
0.01,-0.769,-0.783,-23.56,13.306,-20.081,0
0.113,-0.776,-0.772,-32.288,14.526,-12.512,0
0.158,-0.773,-0.766,-41.992,9.827,-8.301,0
0.169,-0.719,-0.735,-56.396,10.803,-0.732,0
0.232,-0.743,-0.683,-75.623,11.353,10.071,0
0.23,-0.732,-0.625,-94.971,12.146,13.611,0
0.224,-0.702,-0.562,-111.206,8.911,20.752,0
0.234,-0.69,-0.493,-126.709,2.136,29.968,0
0.217,-0.671,-0.423,-141.846,-5.981,36.987,0
0.23,-0.678,-0.357,-153.87,-18.127,44.006,0
0.256,-0.686,-0.287,-162.903,-34.058,42.175,0
0.274,-0.661,-0.222,-166.748,-50.72,37.109,0
0.308,-0.609,-0.156,-167.236,-64.88,35.339,0
0.335,-0.553,-0.095,-168.213,-74.646,36.926,0
0.37,-0.51,-0.043,-171.326,-79.651,39.49,0
0.391,-0.474,-0.016,-175.415,-81.543,41.26,0
0.397,-0.436,0.004,-180.542,-81.787,40.1,0
0.381,-0.372,0.026,-186.707,-81.848,35.095,0
0.364,-0.308,0.056,-196.716,-81.482,27.466,0
0.33,-0.296,0.151,-210.693,-76.416,20.813,0
0.307,-0.341,0.269,-221.68,-68.42,16.479,0
0.232,-0.359,0.343,-224.67,-63.049,12.695,0
0.27,-0.345,0.406,-217.834,-61.218,21.301,0
0.309,-0.348,0.469,-208.74,-60.303,31.677,0
0.349,-0.326,0.508,-196.228,-53.711,43.335,0
0.37,-0.282,0.536,-183.533,-46.326,56.641,0
0.38,-0.18,0.595,-172.546,-41.504,66.345,0
0.41,-0.087,0.663,-165.833,-41.077,70.801,0
0.459,-0.035,0.744,-163.086,-44.128,71.594,0
0.499,0.057,0.862,-160.706,-50.781,70.557,0
0.531,0.143,1.024,-160.767,-60.852,69.336,0
0.633,0.125,1.239,-164.307,-76.05,69.275,0
0.798,0.08,1.417,-162.354,-91.125,71.167,0
0.964,0.098,1.533,-149.78,-95.398,72.571,0
1.079,0.138,1.599,-132.08,-84.045,70.984,0
1.137,0.138,1.655,-115.54,-59.082,64.697,0
1.132,0.166,1.645,-98.694,-34.18,46.753,0
1.126,0.233,1.663,-82.336,-3.296,33.997,0
0.954,0.095,1.629,-79.529,22.461,21.362,0
1.058,-0.069,1.599,-69.946,40.161,3.418,0
0.858,-0.108,1.49,-57.556,41.687,-1.526,0
0.699,-0.055,1.355,-44.128,34.485,-17.212,0
0.813,0.021,1.335,-28.687,47.424,-5.493,0
0.493,-0.267,1.229,-40.161,33.508,-8.85,0
0.631,-0.141,1.161,-21.729,13.184,-8.301,0
0.64,-0.17,1.047,-19.104,-0.305,1.16,0
0.605,-0.27,1.036,-21.606,4.395,9.399,0
0.61,-0.347,0.99,-13.977,-1.709,12.878,0
0.622,-0.244,0.927,2.319,3.723,8.606,0
0.648,-0.297,0.881,10.01,9.949,7.324,0
0.618,-0.217,0.836,16.479,14.099,1.465,0
0.614,-0.164,0.793,19.775,18.127,-0.305,0
0.612,-0.157,0.758,14.771,21.118,-2.502,0
0.601,-0.15,0.741,9.094,24.902,-4.089,0
0.586,-0.241,0.727,5.127,25.818,-8.606,0
0.583,-0.198,0.71,8.667,23.865,-16.785,0
0.558,-0.103,0.705,8.545,23.743,-16.907,0
0.555,-0.205,0.727,0,22.095,-7.751,0
0.579,-0.282,0.729,-2.136,18.86,-6.836,0
0.481,-0.211,0.696,6.042,8.057,-13.916,0
0.574,-0.047,0.687,12.085,7.69,-4.395,0
0.49,-0.351,0.696,1.892,5.737,4.578,0
0.533,-0.152,0.688,9.583,-2.319,-2.808,0
0.538,-0.114,0.679,11.292,-8.362,7.874,0
0.518,-0.223,0.684,0.793,-10.193,11.23,0
0.544,-0.186,0.669,0.244,-14.221,10.803,0
0.557,-0.193,0.674,0.61,-13.428,10.437,0
0.54,-0.22,0.679,-1.343,-10.681,5.676,0
0.546,-0.175,0.69,0.671,-9.277,2.686,0
0.53,-0.166,0.692,-0.061,-8.606,3.052,0
0.543,-0.172,0.696,-2.869,-7.751,4.15,0
0.539,-0.181,0.7,-3.906,-7.08,4.944,0
1.417,0.925,-0.313,72.083,-63.232,7.202,0
1.471,0.974,-0.321,68.237,-53.162,-0.244,0
1.516,0.968,-0.333,59.509,-46.021,-11.23,0
1.56,0.946,-0.349,45.715,-43.152,-24.719,0
1.582,0.899,-0.348,28.198,-42.419,-37.109,0
1.56,0.929,-0.307,11.23,-43.213,-47.119,0
1.611,0.943,-0.272,-0.61,-48.157,-65.796,0
1.586,0.884,-0.258,-18.127,-58.167,-91.431,0
1.575,0.884,-0.18,-32.837,-72.388,-111.877,0
1.605,0.839,-0.12,-44.25,-86.548,-134.277,0
1.616,0.791,-0.084,-57.556,-102.722,-156.067,0
1.604,0.75,-0.065,-66.162,-117.615,-174.866,0
1.549,0.71,-0.029,-71.411,-130.005,-194.092,0
